Course Section	Course Subject	Course Number	Section Number	Section Status	Enrolled/Capacity	All Instructors	Units	Meeting Patterns	Locations	Course Tags	Instructional Format	Delivery Mode	Start Date	End Date	Academic Period	Overlapping Course(s)
ACTG 11-12 - Introduction to Financial Accounting (-)	Accounting	11	12	Closed	25/0	Michael Calegari	4	M W F | 10:30 AM - 11:35 AM	Rm 306 Lucas Hall	LSB Core :: Undergraduate Business Core	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 11-13 - Introduction to Financial Accounting (-)	Accounting	11	13	Closed	24/0	Christopher Paisley | Chris Paisley	4	T Th | 3:50 PM - 5:30 PM	Rm 104 Kenna Hall	LSB Core :: Undergraduate Business Core	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 11-14 - Introduction to Financial Accounting (-)	Accounting	11	14	Closed	21/0	Christopher Paisley | Chris Paisley	4	T Th | 5:40 PM - 7:20 PM	Rm 104 Kenna Hall	LSB Core :: Undergraduate Business Core	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 11A-1 - Introduction to Financial Accounting	Accounting	11A	1	Open	8/25	Amanda Badger	4	T Th | 2:00 PM - 3:40 PM	RM 3116 SCDI		Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 12-1 - Introduction to Managerial Accounting (-)	Accounting	12	1	Closed	28/0	Wendy Donohoe	4	M W F | 9:15 AM - 10:20 AM	Rm 304 Kenna Hall	LSB Core :: Undergraduate Business Core	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 120-1 - Accounting Data Analysis and Visualization	Accounting	120	1	Closed	24/0	Danny Wallace	5	T Th | 2:00 PM - 3:40 PM	Rm 102 Kenna Hall	Pathways :: The Digital Age	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 120-2 - Accounting Data Analysis and Visualization	Accounting	120	2	Open	13/30	Danny Wallace	5	T Th | 12:10 PM - 1:50 PM	Rm 102 Kenna Hall	Pathways :: The Digital Age	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 130-1 - Intermediate Financial Accounting I (-)	Accounting	130	1	Closed	30/0	Haidan Li	5	T Th | 10:20 AM - 12:00 PM	Rm 207 Lucas Hall		Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 130-2 - Intermediate Financial Accounting I (-)	Accounting	130	2	Closed	28/0	Haidan Li	5	T Th | 12:10 PM - 1:50 PM	Rm 207 Lucas Hall		Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 132-1 - Advanced Financial Accounting	Accounting	132	1	Closed	35/0	Matthew Cedergren	5	M W | 5:25 PM - 7:10 PM	Rm 120 Alumni Science Hall		Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 134-1 - Accounting Information Systems	Accounting	134	1	Closed	31/0	Qiru Zhang	5	T Th | 10:20 AM - 12:00 PM	RM 3116 SCDI	Core Explorations :: Science, Technology and Society  LSB Core :: Undergraduate Business Core  Pathways :: The Digital Age  Pathways :: Values in Science and Technology	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 135-1 - Auditing	Accounting	135	1	Open	19/23	Joseph Maglione | Joe Maglione	5	T Th | 3:50 PM - 5:30 PM	Rm 307 Lucas Hall		Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 136-1 - Cost Accounting (-)	Accounting	136	1	Open	22/25	Siqi Li	5	M W F | 9:15 AM - 10:20 AM	Rm 206 Lucas Hall		Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 136-2 - Cost Accounting (-)	Accounting	136	2	Closed	27/0	Siqi Li	5	M W F | 10:30 AM - 11:35 AM	Rm 206 Lucas Hall		Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 144-1 - Accounting Ethics	Accounting	144	1	Closed	22/0	Guido van Drunen	5	T Th | 3:50 PM - 5:30 PM	Rm 306 Lucas Hall	Pathways :: Applied Ethics	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 161-1 - Junior Contemporary Business Seminar Series I	Accounting	161	1	Closed	45/45	Michael Calegari	2	W | 3:30 PM - 5:15 PM	Rm 206 Daly Science 200		Seminar	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	ACTG 161-/ACTG 171-1
ACTG 171-1 - Sr Contemporary Business Seminar I	Accounting	171	1	Closed	46/45	Michael Calegari	2	W | 3:30 PM - 5:15 PM	Rm 206 Daly Science 200		Seminar	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	ACTG 171-/ACTG 161-1
ACTG 191-1 - Peer Educator in Accounting	Accounting	191	1	Open	8/10	Matthew Cedergren	1				Independent Study	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 191-2 - Peer Educator in Accounting	Accounting	191	2	Closed	1/1	Wendy Donohoe	1				Independent Study	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 191-3 - Peer Educator in Accounting	Accounting	191	3	Open	9/10	Michael Calegari	2				Independent Study	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 191-4 - Peer Educator in Accounting	Accounting	191	4	Closed	6/5	Michael Calegari	1				Independent Study	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 198-1 - Accounting Internship (-)	Accounting	198	1	Closed	1/0	Wendy Donohoe	1 - 5				Internship	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ACTG 3000-1 - Financial Accounting	Accounting	3000	1	Closed	27/25	Brian Nelson	4			Online	Lecture	Online	9/18/2023	12/3/2023	Fall 2023 Quarter	
ACTG 3000-2 - Financial Accounting	Accounting	3000	2	Closed	25/25	Brian Nelson	4			Online	Lecture	Online	9/18/2023	12/3/2023	Fall 2023 Quarter	
AERO 1A-1 - Foundations of U.S. Air Force	Aerospace Studies	1A	1	Open	1/5		1.5				Combination	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
AERO 2A-1 - Evolution of USAF Air and Space Power	Aerospace Studies	2A	1	Open	2/5		1.5				Combination	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
AERO 131A-1 - Air Force Management and Leadership	Aerospace Studies	131A	1	Open	0/5		4.5				Combination	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
AERO 141A-1 - National Security Affairs	Aerospace Studies	141A	1	Open	0/5		4.5				Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
AMTH 106-1 - Differential Equations	Applied Mathematics	106	1	Open	31/34	Magda Metwally	4	M W F | 8:00 AM - 9:05 AM	Rm 212 Kenna Hall		Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
AMTH 106-2 - Differential Equations	Applied Mathematics	106	2	Closed	33/34	Magda Metwally	4	M W F | 9:15 AM - 10:20 AM	Rm 212 Kenna Hall		Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
AMTH 106-3 - Differential Equations	Applied Mathematics	106	3	Closed	30/34	Magda Metwally	4	M W F | 11:45 AM - 12:50 PM	Rm 214 Kenna Hall		Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
AMTH 108-1 - Probability and Statistics (-)	Applied Mathematics	108	1	Open	27/34	Robert Kleinhenz	4	M W F | 10:30 AM - 11:35 AM	Rm 212 Kenna Hall		Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
AMTH 108-2 - Probability and Statistics (-)	Applied Mathematics	108	2	Closed	32/34	Robert Kleinhenz	4	M W F | 1:00 PM - 2:05 PM	Rm 129 Vari Hall		Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
AMTH 118-1 - Numerical Methods (-)	Applied Mathematics	118	1	Open	24/34	Francisco Villarroya Alvarez	4	M W F | 11:45 AM - 12:50 PM	Rm 212 Kenna Hall		Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
AMTH 118-2 - Numerical Methods (-)	Applied Mathematics	118	2	Open	15/34	Francisco Villarroya Alvarez	4	M W F | 1:00 PM - 2:05 PM	Rm 212 Kenna Hall		Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
AMTH 200-1 - Advanced Engineering Mathematics I	Applied Mathematics	200	1	Open	20/25	On Shun Pak	2	T | 7:10 AM - 9:00 AM	Rm 214 Kenna Hall	EMGT Tech Stem	Lecture	Online	9/18/2023	12/8/2023	Fall 2023 Quarter	AMTH 200-/MECH 200-1
AMTH 210-1 - Probability I	Applied Mathematics	210	1	Open	10/30	Ralph Morganstern	2	W | 7:10 AM - 9:00 AM	Rm 122 Heafey Hall	EMGT Tech Stem	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
AMTH 212-1 - Probability I and II	Applied Mathematics	212	1	Open	2/30	Robert Kleinhenz	4	W F | 7:10 AM - 9:00 AM	Rm 214 Kenna Hall	EMGT Tech Stem	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
AMTH 214-1 - Engineering Statistics I	Applied Mathematics	214	1	Open	8/30	Glenn Williams	2	T | 7:10 AM - 9:00 AM	Rm 310 Kenna Hall	EMGT Tech Stem	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
AMTH 220-1 - Numerical Analysis I	Applied Mathematics	220	1	Open	5/30	Ralph Morganstern	2	M | 7:10 AM - 9:00 AM	Rm 214 Kenna Hall	EMGT Tech Stem	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
AMTH 240-1 - Discrete Mathematics for Computer Science	Applied Mathematics	240	1	Open	38/40	Nirdosh Bhatnagar	2	T | 7:10 AM - 9:00 AM	Rm 218 Kenna Hall	EMGT Tech Stem	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
AMTH 245-1 - Linear Algebra I	Applied Mathematics	245	1	Closed	27/30	Aaron Melman	2	W | 5:10 PM - 7:00 PM	Rm 129 Heafey Hall	EMGT Tech Stem	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
AMTH 351-1 - Quantum Computing	Applied Mathematics	351	1	Open	13/30	Nadya Shirokova	2	M | 7:10 AM - 9:00 AM	Rm 122 Heafey Hall	EMGT Tech Stem	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
AMTH 377-1 - Design and Analysis: Algorithms	Applied Mathematics	377	1	Open	12/40	Siddhartha Nath | Sid Nath	4	M W | 7:10 PM - 9:00 PM	RM 1302 SCDI	EMGT Tech Stem	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	AMTH 377-/COEN 279-1
AMTH 377-2 - Design and Analysis: Algorithms	Applied Mathematics	377	2	Closed	37/35	Weijia Shang	4	T Th | 5:10 PM - 7:00 PM	RM 3116 SCDI	EMGT Tech Stem	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	AMTH 377-/COEN 279-2
AMTH 377-3 - Design and Analysis: Algorithms	Applied Mathematics	377	3	Open	16/40	Nicholas Tran	4	T Th | 5:10 PM - 7:00 PM	Rm 205 O'Connor Hall	EMGT Tech Stem	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	AMTH 377-/COEN 279-3
AMTH 377-4 - Design and Analysis: Algorithms	Applied Mathematics	377	4	Closed	34/35	Darren Atkinson	4	M W | 5:10 PM - 7:00 PM	Rm 122 Heafey Hall	EMGT Tech Stem	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	AMTH 377-/COEN 279-4
AMTH 387-1 - Cryptology	Applied Mathematics	387	1	Closed	50/50	Nirdosh Bhatnagar	4	T Th | 7:10 PM - 9:00 PM	RM 1302 SCDI	EMGT Tech Stem	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ANTH 1-1 - Introduction to Biological Anthropology	Anthropology	1	1	Open	26/28	Ana Casareto	4	M W F | 10:30 AM - 11:35 AM	Rm 164 Graham Hall	Core Explorations :: Natural Science  Pathways :: Values in Science and Technology	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ANTH 1-2 - Introduction to Biological Anthropology	Anthropology	1	2	Open	26/28	Ana Casareto	4	W | 2:15 PM - 5:15 PM	Rm 155 Alumni Science Hall	Core Explorations :: Natural Science  Pathways :: Values in Science and Technology	Laboratory	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ANTH 2-1 - Introduction to Archaeology	Anthropology	2	1	Closed	26/0	Nathan Anderson	4	T Th | 8:30 AM - 10:10 AM	Rm 201 O'Connor Hall	Core Explorations :: Natural Science  Core Explorations :: Social Science  Pathways :: Values in Science and Technology	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ANTH 2-2 - Introduction to Archaeology	Anthropology	2	2	Closed	26/0	Nathan Anderson	4	T | 2:00 PM - 5:00 PM	Rm 155 Alumni Science Hall	Core Explorations :: Natural Science  Core Explorations :: Social Science  Pathways :: Values in Science and Technology	Laboratory	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ANTH 2-3 - Introduction to Archaeology	Anthropology	2	3	Closed	24/0	Maia Dedrick	4	M W F | 9:15 AM - 10:20 AM	Rm 218 Kenna Hall	Core Explorations :: Natural Science  Core Explorations :: Social Science  Pathways :: Values in Science and Technology	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ANTH 2-4 - Introduction to Archaeology	Anthropology	2	4	Closed	24/0	Maia Dedrick	4	M | 2:15 PM - 5:15 PM	Rm 155 Alumni Science Hall	Core Explorations :: Natural Science  Core Explorations :: Social Science  Pathways :: Values in Science and Technology	Laboratory	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ANTH 3-1 - Introduction to Cultural Anthropology (-)	Anthropology	3	1	Closed	40/40	Ryan Anderson	4	M W F | 10:30 AM - 11:35 AM	Rm 214 Bergin Hall	Core Explorations :: Social Science  Core Integrations :: Experiential Learning for Social Justice	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ANTH 11A-1 - Cultures and Ideas I (Human Rights and Humanitarianism)	Anthropology	11A	1	Open	24/25	Mythri Jegathesan	4	T Th | 10:20 AM - 12:00 PM	Rm 105 O'Connor Hall	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ANTH 11A-2 - Cultures and Ideas I (Peace and Violence)	Anthropology	11A	2	Open	23/25	Samantha Grace | Sam Grace	4	M W F | 4:45 PM - 5:50 PM	Rm 204 O'Connor Hall	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ANTH 135-1 - Human Development and Sexuality (-)	Anthropology	135	1	Closed	29/0	Veronica Miranda	5	T Th | 2:00 PM - 3:40 PM	Rm 207 O'Connor Hall	Core Explorations :: Science, Technology and Society  Pathways :: Global Health  Pathways :: Values in Science and Technology	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ANTH 138-1 - Biology and Poverty	Anthropology	138	1	Open	10/30	Isaura Cruz	5	M W F | 8:00 AM - 9:05 AM	Commons Mclaughlin-Walsh Residence Hall	Core Explorations :: Science, Technology and Society	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ANTH 139-1 - Anthropology of Human Infancy	Anthropology	139	1	Open	10/30	James McKenna	5	T Th | 12:10 PM - 1:50 PM	Rm 108 Alameda hall		Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ANTH 148-1 - Historical Archaeology	Anthropology	148	1	Open	19/30	Nathan Anderson	5	T Th | 10:20 AM - 12:00 PM	Rm 210 Edward M. Dowd Art & Art History	Core Explorations :: Diversity: US Perspectives  Pathways :: American Studies	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ANTH 150-1 - Ritual and Religion	Anthropology	150	1	Open	0/30		1 - 9			Core Explorations :: Religion, Theology and Culture 2	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ANTH 157-1 - Family, Kin and Culture	Anthropology	157	1	Open	16/30	Samantha Grace | Sam Grace	5	M W F | 1:00 PM - 2:05 PM	Rm 201 O'Connor Hall	Core Explorations :: Diversity: US Perspectives  Pathways :: American Studies  Pathways :: Children, Family and Society  Pathways :: Gender, Sexuality and the Body	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ANTH 185-1 - Anthropologies of Latin America: Culture, Politics, & Power (-)	Anthropology	185	1	Closed	18/0	Veronica Miranda	5	T Th | 10:20 AM - 12:00 PM	Rm 107 O'Connor Hall	Core Explorations :: Cultures and Ideas 3  Pathways :: Feeding the World	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ANTH 198-1 - Anthropology Proseminar (-)	Anthropology	198	1	Open	3/15	Ryan Anderson	5	M | 2:15 PM - 5:15 PM	Rm 333 O'Connor Hall		Independent Study	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARAB 1-1 - Arabic Language and Culture I (-)	Arabic	1	1	Open	12/22	Mohammed Kadalah	4	M W F | 11:45 AM - 12:50 PM	Rm 019 Sobrato Residence		Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARAB 137-1 - Arabic Culture and Society (-)	Arabic	137	1	Open	9/22	Mohammed Kadalah	5	M W F | 2:15 PM - 3:20 PM	Rm 108 Edward M. Dowd Art & Art History	Core Explorations :: Cultures and Ideas 3  Pathways :: Islamic Studies  Pathways :: Politics and Religion  Pathways :: Race, Place and Social Inequalities	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARAB 194-1 - Peer Educator in Arabic	Arabic	194	1	Closed	1/1	Mohammed Kadalah	1				Independent Study	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTH 11A-1 - Cultures and Ideas I (Art of the Indian Subcontinent)	Art History	11A	1	Open	21/25	Shriya Sridharan	4	M W F | 10:30 AM - 11:35 AM	Rm 208 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTH 11A-2 - Cultures and Ideas I (Art of the Indian Subcontinent)	Art History	11A	2	Open	23/25	Shriya Sridharan	4	M W F | 11:45 AM - 12:50 PM	Rm 208 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTH 11A-3 - Cultures and Ideas I (Venice: Crossroads World)	Art History	11A	3	Closed	24/25	Blake DeMaria	4	T Th | 8:30 AM - 10:10 AM	Rm 208 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTH 11A-4 - Cultures and Ideas I (Venice: Crossroads World)	Art History	11A	4	Closed	24/25	Blake DeMaria	4	T Th | 10:20 AM - 12:00 PM	Rm 208 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTH 11A-5 - Cultures and Ideas I (Art of the Indian Subcontinent)	Art History	11A	5	Open	20/25	Shriya Sridharan	4	M W F | 3:30 PM - 4:35 PM	Rm 108 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTH 25-1 - Indigenous Visions: Introduction to the Arts of the Americas	Art History	25	1	Open	32/35	Gaby Greenlee	4	M W F | 9:15 AM - 10:20 AM	Rm 208 Edward M. Dowd Art & Art History	Core Explorations :: Cultures and Ideas 3	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTH 123-1 - The Global Renaissance	Art History	123	1	Closed	18/0	Blake DeMaria	5	W | 3:30 PM - 6:30 PM	Rm 208 Edward M. Dowd Art & Art History	Core Integrations :: Advanced Writing	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTH 185-1 - Post-Modern and Contemporary Art	Art History	185	1	Closed	26/25	Bridget Gilman	5	T Th | 3:50 PM - 5:30 PM	Rm 208 Edward M. Dowd Art & Art History	Core Explorations :: Diversity: US Perspectives  Pathways :: Beauty	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTS 30-1 - Basic Drawing (-)	Studio Art	30	1	Closed	21/0	Shane Eastburn | Jess Eastburn	4	M W | 8:00 AM - 10:20 AM	Rm 314 Edward M. Dowd Art & Art History	Core Explorations :: Arts  Pathways :: Beauty	Studio	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTS 30-2 - Basic Drawing (-)	Studio Art	30	2	Closed	19/0	Shane Eastburn | Jess Eastburn	4	T Th | 11:00 AM - 1:20 PM	Rm 314 Edward M. Dowd Art & Art History	Core Explorations :: Arts  Pathways :: Beauty	Studio	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTS 32-1 - Two-Dimensional Design	Studio Art	32	1	Closed	22/0	Shane Eastburn | Jess Eastburn	4	M W | 1:00 PM - 3:20 PM	Rm 314 Edward M. Dowd Art & Art History	Core Explorations :: Arts  Pathways :: Beauty  Pathways :: Design Thinking	Studio	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTS 36-1 - Ditto! The Technology of Print	Studio Art	36	1	Closed	16/16	Kathryn Kain	4	M W | 3:30 PM - 5:50 PM	Rm 310 Edward M. Dowd Art & Art History	Core Explorations :: Arts  Core Explorations :: Science, Technology and Society  Pathways :: Design Thinking  Pathways :: The Digital Age  Pathways :: Values in Science and Technology	Studio	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTS 43-1 - Basic Painting (-)	Studio Art	43	1	Closed	19/0	Robert Detweiler | Kelly Detweiler	4	M W | 1:00 PM - 3:20 PM	Rm 320 Edward M. Dowd Art & Art History	Core Explorations :: Arts  Pathways :: Beauty	Studio	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTS 43-2 - Basic Painting (-)	Studio Art	43	2	Open	22/24	Ryan Reynolds	4	T Th | 11:00 AM - 1:20 PM	Rm 320 Edward M. Dowd Art & Art History	Core Explorations :: Arts  Pathways :: Beauty	Studio	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTS 46-1 - Basic Watercolor	Studio Art	46	1	Closed	20/0	Robert Detweiler | Kelly Detweiler	4	M W | 3:30 PM - 5:50 PM	Rm 314 Edward M. Dowd Art & Art History	Core Explorations :: Arts	Studio	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTS 50-1 - Film and Darkroom Photography (-)	Studio Art	50	1	Closed	16/0	Takeshi Moro	4	M W | 10:30 AM - 12:50 PM	Rm 310 Edward M. Dowd Art & Art History	Core Explorations :: Arts	Studio	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTS 50-2 - Film and Darkroom Photography (-)	Studio Art	50	2	Closed	16/0	Takeshi Moro	4	M W | 1:00 PM - 3:20 PM	Rm 310 Edward M. Dowd Art & Art History	Core Explorations :: Arts	Studio	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTS 57-1 - Digital Photography (-)	Studio Art	57	1	Closed	20/20	Renee Billingslea	4	T Th | 11:00 AM - 1:20 PM	Rm 302 Edward M. Dowd Art & Art History	Core Explorations :: Arts  Pathways :: The Digital Age	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTS 57-2 - Digital Photography (-)	Studio Art	57	2	Open	18/20	Renee Billingslea	4	T Th | 2:00 PM - 4:20 PM	Rm 302 Edward M. Dowd Art & Art History	Core Explorations :: Arts  Pathways :: The Digital Age	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
ARTS 63-1 - Basic Ceramic Sculpture (-)	Studio Art	63	1	Open	19/20	Francisco Jimenez | Pancho Jimenez	4	T Th | 11:00 AM - 1:20 PM	Rm 118 Edward M. Dowd Art & Art History	Core Explorations :: Arts	Lecture	In-Person	9/18/2023	12/8/2023	Fall 2023 Quarter	
