Course Section	Course Subject	Course Number	Section Number	Section Status	Enrolled/Capacity	All Instructors	Units	Meeting Patterns	Locations	Course Tags	Instructional Format	Delivery Mode	Start Date	End Date	Academic Period	Overlapping Course(s)
AERO 131B-01 - Air Force Mgmt & Leadership	Aerospace Studies	131B	1	Open	0/5		4.5				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
AERO 141B-01 - Preparation for Active Duty	Aerospace Studies	141B	1	Open	0/5		4.5				Combination	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
AMTH 106-01 - Differential Equations	Applied Mathematics	106	1	Open	13/34		4				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
AMTH 106-02 - Differential Equations	Applied Mathematics	106	2	Open	30/34		4				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
AMTH 106-03 - Differential Equations	Applied Mathematics	106	3	Open	31/34		4				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
AMTH 106H-01 - Differential Equations:Honors	Applied Mathematics	106H	1	Open	5/17		4				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
AMTH 108-01 - Probability & Statistics (-)	Applied Mathematics	108	1	Open	18/34		4				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
AMTH 108-02 - Probability & Statistics (-)	Applied Mathematics	108	2	Open	19/34		4				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
AMTH 118-01 - Numerical Methods (-)	Applied Mathematics	118	1	Open	31/34		4				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
AMTH 202-01 - Adv Engr Mathematics I & II	Applied Mathematics	202	1	Open	4/4		4			EMGT Tech Stem	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
AMTH 211-01 - Probability II	Applied Mathematics	211	1	Open	23/23		2			EMGT Tech Stem	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
AMTH 367-01 - Mathematical Finance	Applied Mathematics	367	1	Open	8/8		4			EMGT Tech Stem	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
AMTH 377-01 - Design & Analysis: Algorithms	Applied Mathematics	377	1	Open	2/2		4			EMGT Tech Stem	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
AMTH 377-02 - Design & Analysis: Algorithms	Applied Mathematics	377	2	Open	2/2		4			EMGT Tech Stem	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
AMTH 379-01 - Adv. Des & Anal of Algorithms	Applied Mathematics	379	1	Open	1/2		4			EMGT Tech Stem	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ANTH 1-01 - Intro to Biological Anth	Anthropology	1	1	Open	27/28		4			Core Explorations :: Natural Science  Pathways :: Values in Science and Technology	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ANTH 1-02 - Intro to Biological Anth	Anthropology	1	2	Open	0/28		0 - 4			Core Explorations :: Natural Science  Pathways :: Values in Science and Technology	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ANTH 2-01 - Intro to Archaeology	Anthropology	2	1	Open	24/28		4			Core Explorations :: Natural Science  Core Explorations :: Social Science  Pathways :: Values in Science and Technology	Combination	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ANTH 2-02 - Intro to Archaeology	Anthropology	2	2	Open	0/28		0 - 4			Core Explorations :: Natural Science  Core Explorations :: Social Science  Pathways :: Values in Science and Technology	Combination	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ANTH 3-01 - Intro to Cultural Anthropology (-)	Anthropology	3	1	Open	35/35		4			Core Explorations :: Social Science  Core Integrations :: Experiential Learning for Social Justice	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ANTH 4-01 - Vanished Peoples & Lost Civ	Anthropology	4	1	Open	23/40		4			Core Explorations :: Science, Technology and Society  Pathways :: American Studies  Pathways :: Values in Science and Technology	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ANTH 12A-01 - Cultures and Ideas II (Measuring Humanity)	Anthropology	12A	1	Open	26/0		4			Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ANTH 12A-02 - Cultures and Ideas II (Peace and Violence)	Anthropology	12A	2	Open	24/0		4			Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ANTH 12A-03 - Cultures and Ideas II (Humankind Unplugged)	Anthropology	12A	3	Open	24/0		4			Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ANTH 12A-04 - Cultures and Ideas II (Measuring Humanity)	Anthropology	12A	4	Open	26/0		4			Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ANTH 50-01 - World Geography (-)	Anthropology	50	1	Open	13/1		4			Core Explorations :: Cultures and Ideas 3  Pathways :: Design Thinking  Pathways :: Feeding the World  Pathways :: Sustainability	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ANTH 112-01 - Anthropological Methods	Anthropology	112	1	Open	5/30		5				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ANTH 132-01 - Paleoanthropology	Anthropology	132	1	Open	10/30		5			Core Explorations :: Science, Technology and Society  Pathways :: Values in Science and Technology	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ANTH 134-01 - Health, Disease & Culture (-)	Anthropology	134	1	Open	17/0		5			Core Explorations :: Science, Technology and Society  Pathways :: Global Health  Pathways :: Sustainability	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ANTH 172-01 - Anthropology of Aging	Anthropology	172	1	Open	17/30		5			Core Explorations :: Cultures and Ideas 3	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ANTH 185-01 - Anthropologies: Latin America (-)	Anthropology	185	1	Open	26/26		5			Core Explorations :: Cultures and Ideas 3  Pathways :: Feeding the World	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ANTH 194-01 - Peer Educators	Anthropology	194	1	Open	1/10		1 - 2				Independent Study	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARAB 3-01 - Arabic Lang. & Culture III (-)	Arabic	3	1	Open	5/22		4			Core Foundations :: Second Language: Arts and Social Sciences  Core Foundations :: Second Language: Business and Natural Sciences	Lecture	Online	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARAB 137-01 - Arabic Culture and Society (-)	Arabic	137	1	Open	8/22		5			Core Explorations :: Cultures and Ideas 3  Pathways :: Islamic Studies  Pathways :: Politics and Religion  Pathways :: Race, Place and Social Inequalities	Lecture	Online	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARAB 171-01 - The Quran as Literature	Arabic	171	1	Open	9/22		5			Core Explorations :: Religion, Theology and Culture 2  Pathways :: Islamic Studies	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARAB 194-01 - Peer Educator in Arabic	Arabic	194	1	Open	1/10		1 - 2				Independent Study	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTH 12A-01 - Cultures and Ideas II (Art of Contact: New Worlds)	Art History	12A	1	Open	24/0		4			Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTH 12A-02 - Cultures and Ideas II (Art of the Indian Subcontinent)	Art History	12A	2	Open	21/0		4			Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTH 12A-03 - Cultures and Ideas II (Art of the Indian Subcontinent)	Art History	12A	3	Open	23/0		4			Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTH 25-01 - Indigenous Visions	Art History	25	1	Open	29/35		4			Core Explorations :: Cultures and Ideas 3	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTH 66-01 - Fabricating Nature in EastAsia	Art History	66	1	Open	13/1		4			Core Explorations :: Cultures and Ideas 3  Core Explorations :: Religion, Theology and Culture 2  Pathways :: Beauty  Pathways :: Design Thinking  Pathways :: Sustainability	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTH 152-01 - Arts of Ancient Mexico	Art History	152	1	Open	24/25		5			Core Explorations :: Cultures and Ideas 3	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTH 167-01 - Cityscapes, Past and Present	Art History	167	1	Open	13/25		5			Pathways :: Design Thinking  Pathways :: Sustainability	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTH 185-01 - Post-Modern & Contemporary Art	Art History	185	1	Open	29/25		5			Core Explorations :: Diversity: US Perspectives  Pathways :: Beauty	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTH 195-01 - Art History Thesis (-)	Art History	195	1	Open	1/1		5				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 30-01 - Basic Drawing (-)	Studio Art	30	1	Open	24/24		4			Core Explorations :: Arts  Pathways :: Beauty	Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 35-01 - Intro Graphic Arts:Printmaking	Studio Art	35	1	Open	11/16		4			Core Explorations :: Arts	Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 43-01 - Basic Painting (-)	Studio Art	43	1	Open	24/24		4			Core Explorations :: Arts  Pathways :: Beauty	Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 46-01 - Basic Watercolor	Studio Art	46	1	Open	18/1		4			Core Explorations :: Arts	Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 50-01 - Film and Darkroom Photography (-)	Studio Art	50	1	Open	15/16		4			Core Explorations :: Arts	Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 50-02 - Film and Darkroom Photography (-)	Studio Art	50	2	Open	15/16		4			Core Explorations :: Arts	Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 57-01 - Digital Photography (-)	Studio Art	57	1	Open	19/20		4			Core Explorations :: Arts  Pathways :: The Digital Age	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 63-01 - Basic Ceramic Sculpture (-)	Studio Art	63	1	Open	18/20		4			Core Explorations :: Arts	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 63-02 - Basic Ceramic Sculpture (-)	Studio Art	63	2	Open	20/20		4			Core Explorations :: Arts	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 64-01 - Basic Sculpture (-)	Studio Art	64	1	Open	16/16		4			Core Explorations :: Arts	Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 72-01 - Digital Art and Design Basics	Studio Art	72	1	Open	16/20		4			Core Explorations :: Arts  Pathways :: Beauty  Pathways :: Design Thinking	Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 74-01 - Basic Digital Imaging	Studio Art	74	1	Open	18/20		4			Core Explorations :: Arts  Pathways :: Beauty  Pathways :: Design Thinking  Pathways :: The Digital Age	Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 74-02 - Basic Digital Imaging	Studio Art	74	2	Open	18/20		4			Core Explorations :: Arts  Pathways :: Beauty  Pathways :: Design Thinking  Pathways :: The Digital Age	Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 74-03 - Basic Digital Imaging	Studio Art	74	3	Open	21/20		4			Core Explorations :: Arts  Pathways :: Beauty  Pathways :: Design Thinking  Pathways :: The Digital Age	Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 133-01 - Intermediate Drawing	Studio Art	133	1	Open	14/24		5			Pathways :: Beauty	Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 146-01 - Watercolor II	Studio Art	146	1	Open	3/1		5			Core Explorations :: Arts	Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 156-01 - Photo & Alternative Processes	Studio Art	156	1	Open	9/0		5				Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 163-01 - Intermediate Ceramics	Studio Art	163	1	Open	17/20		5			Core Explorations :: Arts	Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 164-01 - Intermediate Sculpture (-)	Studio Art	164	1	Open	16/0		5			Core Explorations :: Arts	Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 173-01 - Intro 3D Animation & Modeling	Studio Art	173	1	Open	13/15		5			Core Explorations :: Arts	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 175-01 - Graphic Design II (-)	Studio Art	175	1	Open	18/20		5			Core Explorations :: Arts  Pathways :: Design Thinking	Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 177-01 - Website Graphic Design	Studio Art	177	1	Open	22/20		5			Pathways :: Design Thinking  Pathways :: The Digital Age	Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 177-02 - Website Graphic Design	Studio Art	177	2	Open	14/15		5			Pathways :: Design Thinking  Pathways :: The Digital Age	Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 196-01 - Capstone Senior Exhibit	Studio Art	196	1	Open	16/17		2				Studio	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 197-01 - Special Topics (-)	Studio Art	197	1	Open	0/1		1 - 5				Independent Study	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 197-02 - Special Topics (-)	Studio Art	197	2	Open	1/1		1 - 5				Independent Study	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ARTS 197-03 - Special Topics (-)	Studio Art	197	3	Open	1/1		1 - 5				Independent Study	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
ASCI 27-01 - Eating and Ethics	Arts and Sciences	27	1	Open	14/20		1				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 10-01 - Introduction to Bioengineering	Bioengineering	10	1	Open	9/30		4				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 23-01 - Introduction to Bio-Devices	Bioengineering	23	1	Open	23/28		4				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 23L-01 - Intro Bio-Devices Lab	Bioengineering	23L	1	Open	12/12		1				Laboratory	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 23L-02 - Intro Bio-Devices Lab	Bioengineering	23L	2	Open	12/12		1				Laboratory	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 24-01 - Mechanics	Bioengineering	24	1	Open	22/25		4				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 32-01 - Intro Biochemical Engineering	Bioengineering	32	1	Open	21/40		4				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 45-01 - Programming in MATLAB & C	Bioengineering	45	1	Open	29/30		4				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 45L-01 - Programming in MATLAB & C Lab	Bioengineering	45L	1	Open	15/15		1				Laboratory	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 45L-02 - Programming in MATLAB & C Lab	Bioengineering	45L	2	Open	14/15		1				Laboratory	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 100-01 - BIOE Research Seminar	Bioengineering	100	1	Open	18/50		1				Seminar	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 107-01 - Med Device Product Development	Bioengineering	107	1	Open	7/30		2				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 148-01 - Wearables Biomed Applications	Bioengineering	148	1	Open	4/16		2				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 150-01 - Genetics & Therapeutic Engr	Bioengineering	150	1	Open	5/20		4				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 154-01 - Introduction to Biomechanics (-)	Bioengineering	154	1	Open	23/25		4				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 159-01 - Hard Biomaterials Char	Bioengineering	159	1	Open	6/16		4				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 159L-01 - Hard Biomaterials Char Lab	Bioengineering	159L	1	Open	6/16		1				Laboratory	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 162-01 - Signals & Systems for Bioengrs (-)	Bioengineering	162	1	Open	8/16		4				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 162L-01 - Signals & Systems for Bioe Lab	Bioengineering	162L	1	Open	6/16		1				Laboratory	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 172-01 - Intro to Tissue Engineering	Bioengineering	172	1	Open	16/25		4				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 181-01 - Sampling Plans in Biomed Engr	Bioengineering	181	1	Open	0/0		2				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 196-01 - Design Project III	Bioengineering	196	1	Open	34/40		2			Pathways :: Design Thinking	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 198-01 - Internship	Bioengineering	198	1	Open	1/1		1 - 5				Internship	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 199-01 - Supervised Independent Rsch (-)	Bioengineering	199	1	Open	1/1		4				Independent Study	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 199-02 - Supervised Independent Rsch (-)	Bioengineering	199	2	Open	1/1		1 - 4				Independent Study	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 199-03 - Supervised Independent Rsch (-)	Bioengineering	199	3	Open	1/1		1 - 4				Independent Study	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 199-04 - Supervised Independent Rsch (-)	Bioengineering	199	4	Open	1/1		1 - 4				Independent Study	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 199-05 - Supervised Independent Rsch (-)	Bioengineering	199	5	Open	1/1		1 - 4				Independent Study	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 199-06 - Supervised Independent Rsch (-)	Bioengineering	199	6	Open	1/1		1 - 4				Independent Study	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 200-01 - BIOE Research Seminar	Bioengineering	200	1	Open	10/10		1				Seminar	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 250-01 - Genetic & Therapeutic Engr	Bioengineering	250	1	Open	6/1		4				Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 259-01 - Hard Biomaterials Char	Bioengineering	259	1	Open	1/1		4			EMGT Tech Stem	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 259L-01 - Hard Biomaterials Char Lab	Bioengineering	259L	1	Open	1/1		1			EMGT Tech Stem	Laboratory	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 269-01 - Stem Cell Bioengineering	Bioengineering	269	1	Open	9/9		2			EMGT Tech Stem	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 296-01 - Graduate Capstone Project III	Bioengineering	296	1	Open	1/1		2				Independent Study	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 297-01 - Directed Research	Bioengineering	297	1	Open	1/1		1 - 6				Independent Study	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 297-02 - Directed Research	Bioengineering	297	2	Open	1/1		1 - 6				Independent Study	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 297-03 - Directed Research	Bioengineering	297	3	Open	1/1		1 - 6				Independent Study	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 297-04 - Directed Research	Bioengineering	297	4	Open	1/1		1 - 6				Independent Study	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 307-01 - Med Device Product Development	Bioengineering	307	1	Open	5/5		2			EMGT Tech Stem	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 308-01 - Wearables Biomed Applications	Bioengineering	308	1	Open	7/7		2			EMGT Tech Stem	Lecture	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 397-01 - Master's Thesis Research	Bioengineering	397	1	Open	1/1		1 - 9				Thesis	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 397-02 - Master's Thesis Research	Bioengineering	397	2	Open	1/1		1 - 9				Thesis	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOE 397-03 - Master's Thesis Research	Bioengineering	397	3	Open	1/1		1 - 9				Thesis	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOL 1A-01 - Energy and Matter L&L	Biology	1A	1	Open	38/50		4				Combination	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOL 1A-02 - Energy and Matter L&L	Biology	1A	2	Open	56/50		4				Combination	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOL 1A-03 - Energy and Matter L&L	Biology	1A	3	Open	0/17		0 - 4				Combination	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
BIOL 1A-04 - Energy and Matter L&L	Biology	1A	4	Open	0/17		0 - 4				Combination	In-Person	4/3/2023	6/9/2023	Spring 2023 Quarter	
