Course Section	Course Subject	Course Number	Section Number	Section Status	Enrolled/Capacity	All Instructors	Units	Meeting Patterns	Locations	Course Tags	Instructional Format	Delivery Mode	Start Date	End Date	Academic Period	Overlapping Course(s)
CSEN 140L-1 - Machine Learning and Data Mining Laboratory	Computer Science and Engineering	140L	1	Closed	15/15	Yi Fang	1	Th | 2:15 PM - 5:00 PM	Rm 224 Heafey Hall		Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 140L-2 - Machine Learning and Data Mining Laboratory	Computer Science and Engineering	140L	2	Closed	16/15	Yi Fang	1	F | 2:15 PM - 5:00 PM	Rm 224 Heafey Hall		Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 145-1 - Introduction to Parallel Computing	Computer Science and Engineering	145	1	Open	17/20	Dragos Anastasiu | David Anastasiu	4	T Th | 10:20 AM - 12:00 PM	RM 3301 SCDI		Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 145L-1 - Introduction to Parallel Computing Laboratory	Computer Science and Engineering	145L	1	Open	17/20	Dragos Anastasiu | David Anastasiu	1	F | 2:15 PM - 5:00 PM	Rm 203 Heafey Hall		Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 146-1 - Computer Networks (-)	Computer Science and Engineering	146	1	Closed	31/15	Keyvan Moataghed	4	T Th | 8:30 AM - 10:10 AM	RM 3301 SCDI		Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 146-2 - Computer Networks (-)	Computer Science and Engineering	146	2	Closed	32/15	Ahmed Amer	4	T Th | 10:20 AM - 12:00 PM	RM 3115 SCDI		Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 146-3 - Computer Networks (-)	Computer Science and Engineering	146	3	Open	28/30	Keyvan Moataghed	4	T Th | 12:10 PM - 1:50 PM	RM 1302 SCDI		Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 146L-1 - Computer Networks Laboratory (-)	Computer Science and Engineering	146L	1	Closed	15/15	Keyvan Moataghed	1	M | 5:15 PM - 8:00 PM	Rm 224 Heafey Hall		Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 146L-2 - Computer Networks Laboratory (-)	Computer Science and Engineering	146L	2	Closed	17/15	Keyvan Moataghed	1	M | 2:15 PM - 5:00 PM	Rm 224 Heafey Hall		Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 146L-3 - Computer Networks Laboratory (-)	Computer Science and Engineering	146L	3	Open	14/15	Keyvan Moataghed	1	T | 5:15 PM - 8:00 PM	Rm 224 Heafey Hall		Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 146L-4 - Computer Networks Laboratory (-)	Computer Science and Engineering	146L	4	Closed	15/15	Keyvan Moataghed	1	T | 2:15 PM - 5:00 PM	Rm 224 Heafey Hall		Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 146L-5 - Computer Networks Laboratory (-)	Computer Science and Engineering	146L	5	Closed	16/15	Ahmed Amer	1	W | 2:15 PM - 5:00 PM	Rm 224 Heafey Hall		Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 146L-6 - Computer Networks Laboratory (-)	Computer Science and Engineering	146L	6	Open	13/15	Ahmed Amer	1	W | 5:15 PM - 8:00 PM	Rm 224 Heafey Hall		Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 148-1 - Computer Graphics System (-)	Computer Science and Engineering	148	1	Open	9/30	Yuan Wang	4	T Th | 7:10 AM - 9:00 AM	RM 2302 SCDI		Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	CSEN 148-/CSEN 290-1
CSEN 160-1 - Object-Oriented Analysis, Design, and Programming	Computer Science and Engineering	160	1	Open	16/20	Michael Schimpf	4	M W F | 9:15 AM - 10:20 AM	Rm 114 Aloysius Varsi Hall		Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 160L-1 - Object-Oriented Analysis, Design, and Programming Laboratory	Computer Science and Engineering	160L	1	Open	16/20	Michael Schimpf	1	M | 2:15 PM - 5:00 PM	Rm 106 Heafey Hall		Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 161-1 - Web Development	Computer Science and Engineering	161	1	Open	28/30	Arman Elahi	4	T Th | 5:40 PM - 7:20 PM	RM 3302 SCDI		Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 161L-1 - Web Development Lab	Computer Science and Engineering	161L	1	Open	14/15	Arman Elahi	1	M | 2:15 PM - 5:00 PM	Rm 111 Heafey Hall		Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 161L-2 - Web Development Lab	Computer Science and Engineering	161L	2	Closed	16/15	Arman Elahi	1	M | 5:15 PM - 8:00 PM	Rm 111 Heafey Hall		Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 166-1 - Artificial Intelligence	Computer Science and Engineering	166	1	Closed	32/15	Srdjan Kovacevic	4	T Th | 12:10 PM - 1:50 PM	RM 2302 SCDI		Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 166L-1 - Artificial Intelligence Laboratory	Computer Science and Engineering	166L	1	Open	18/30	Srdjan Kovacevic	1	Th | 2:15 PM - 5:00 PM	Rm 215 Heafey Hall		Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 166L-2 - Artificial Intelligence Laboratory	Computer Science and Engineering	166L	2	Open	14/15	Srdjan Kovacevic	1	F | 2:15 PM - 5:00 PM	Rm 215 Heafey Hall		Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 171-1 - Principles of Design and Implementation of Programming Languages	Computer Science and Engineering	171	1	Closed	31/30	Darren Atkinson	4	M W F | 9:15 AM - 10:20 AM	Rm 104 Alameda hall		Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 171-2 - Principles of Design and Implementation of Programming Languages	Computer Science and Engineering	171	2	Closed	33/30	Darren Atkinson	4	M W F | 1:00 PM - 2:05 PM	RM 2302 SCDI		Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 174-1 - Software Engineering (-)	Computer Science and Engineering	174	1	Closed	35/30	Kai Lukoff	4	T Th | 10:20 AM - 12:00 PM	RM 1302 SCDI		Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 174L-1 - Software Engineering Laboratory	Computer Science and Engineering	174L	1	Closed	17/15	Kai Lukoff	1	T | 2:15 PM - 5:00 PM	Rm 111 Heafey Hall		Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 174L-2 - Software Engineering Laboratory	Computer Science and Engineering	174L	2	Closed	18/15	Kai Lukoff	1	W | 2:15 PM - 5:00 PM	Rm 111 Heafey Hall		Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 177-1 - Operating Systems (-)	Computer Science and Engineering	177	1	Closed	35/30	Ahmed Amer	4	T Th | 8:30 AM - 10:10 AM	RM 3115 SCDI	Pathways :: The Digital Age	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 177-2 - Operating Systems (-)	Computer Science and Engineering	177	2	Closed	32/30	Navid Shaghaghi	4	T Th | 10:20 AM - 12:00 PM	RM 3116 SCDI	Pathways :: The Digital Age	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 177-3 - Operating Systems (-)	Computer Science and Engineering	177	3	Closed	31/30	Navid Shaghaghi	4	T Th | 12:10 PM - 1:50 PM	RM 3116 SCDI	Pathways :: The Digital Age	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 177L-1 - Operating Systems Laboratory	Computer Science and Engineering	177L	1	Closed	17/15	Ahmed Amer	1	M | 2:15 PM - 5:00 PM	Rm 215 Heafey Hall	Pathways :: The Digital Age	Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 177L-2 - Operating Systems Laboratory	Computer Science and Engineering	177L	2	Closed	17/15	Ahmed Amer	1	M | 5:15 PM - 8:00 PM	Rm 215 Heafey Hall	Pathways :: The Digital Age	Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 177L-3 - Operating Systems Laboratory	Computer Science and Engineering	177L	3	Closed	16/15	Navid Shaghaghi	1	T | 2:15 PM - 5:00 PM	Rm 215 Heafey Hall	Pathways :: The Digital Age	Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 177L-4 - Operating Systems Laboratory	Computer Science and Engineering	177L	4	Closed	16/15	Navid Shaghaghi	1	T | 5:15 PM - 8:00 PM	Rm 215 Heafey Hall	Pathways :: The Digital Age	Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 177L-5 - Operating Systems Laboratory	Computer Science and Engineering	177L	5	Closed	16/15	Navid Shaghaghi	1	W | 2:15 PM - 5:00 PM	Rm 215 Heafey Hall	Pathways :: The Digital Age	Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 177L-6 - Operating Systems Laboratory	Computer Science and Engineering	177L	6	Closed	15/15	Navid Shaghaghi	1	W | 5:15 PM - 8:00 PM	Rm 215 Heafey Hall	Pathways :: The Digital Age	Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 179-1 - Theory of Algorithms (-)	Computer Science and Engineering	179	1	Open	11/20	Sarah McGinley | Tamsen McGinley  Sara Krehbiel	4	M W F | 2:15 PM - 3:20 PM	RM 3302 SCDI	Pathways :: Paradigm Shifts and the Nature of Human Knowing	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	CSEN 179-/CSCI 163-1
CSEN 179-2 - Theory of Algorithms (-)	Computer Science and Engineering	179	2	Open	14/20	Venkatesh Srinivasan	4	M W F | 8:00 AM - 9:05 AM	Rm 104 Kenna Hall	Pathways :: Paradigm Shifts and the Nature of Human Knowing	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	CSEN 179-/CSCI 163-2
CSEN 193-1 - Undergraduate Research	Computer Science and Engineering	193	1	Closed	2/0	Kai Lukoff	2				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 193-2 - Undergraduate Research	Computer Science and Engineering	193	2	Closed	1/0	Silvia Figueira	2				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 193-3 - Undergraduate Research	Computer Science and Engineering	193	3	Closed	1/1	Dragos Anastasiu | David Anastasiu	2				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 193-4 - Undergraduate Research - Bilingual Math Project	Computer Science and Engineering	193	4	Closed	2/1	Silvia Figueira	2				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 193-5 - Undergraduate Research	Computer Science and Engineering	193	5	Closed	2/2	Younghyun Cho	2				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 193-6 - Undergraduate Research - HCI Lab Directed Research	Computer Science and Engineering	193	6	Closed	1/1	Kai Lukoff	2				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 194-1 - Design Project I (-)	Computer Science and Engineering	194	1	Open	26/30	Ahmed Amer	1			Pathways :: Design Thinking	Thesis	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 194-2 - Design Project I (-)	Computer Science and Engineering	194	2	Open	8/30	Dragos Anastasiu | David Anastasiu	1			Pathways :: Design Thinking	Thesis	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 194-3 - Design Project I (-)	Computer Science and Engineering	194	3	Open	6/30	Darren Atkinson	1			Pathways :: Design Thinking	Thesis	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 194-4 - Design Project I (-)	Computer Science and Engineering	194	4	Open	9/30	Sean Choi	1			Pathways :: Design Thinking	Thesis	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 194-5 - Design Project I (-)	Computer Science and Engineering	194	5	Open	2/30	Farokh Eskafi	1			Pathways :: Design Thinking	Thesis	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 194-6 - Design Project I (-)	Computer Science and Engineering	194	6	Open	12/30	Yi Fang	1			Pathways :: Design Thinking	Thesis	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 194-7 - Design Project I (-)	Computer Science and Engineering	194	7	Open	10/30	Silvia Figueira	1			Pathways :: Design Thinking	Thesis	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 194-8 - Design Project I (-)	Computer Science and Engineering	194	8	Open	8/30	Ihan Hsiao | Sharon Hsiao	1			Pathways :: Design Thinking	Thesis	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 194-9 - Design Project I (-)	Computer Science and Engineering	194	9	Open	6/30	Oana Ignat	1			Pathways :: Design Thinking	Thesis	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 194-10 - Design Project I (-)	Computer Science and Engineering	194	10	Open	4/30	Shiva Jahangiri	1			Pathways :: Design Thinking	Thesis	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 194-11 - Design Project I (-)	Computer Science and Engineering	194	11	Open	5/30	Christopher Kitts	1			Pathways :: Design Thinking	Thesis	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 194-12 - Design Project I (-)	Computer Science and Engineering	194	12	Open	5/30	Yuhong Liu	1			Pathways :: Design Thinking	Thesis	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 194-13 - Design Project I (-)	Computer Science and Engineering	194	13	Open	6/30	Angela Musurlian	1			Pathways :: Design Thinking	Thesis	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 194-14 - Design Project I (-)	Computer Science and Engineering	194	14	Open	5/30	Krishna Murthy Kattiyan Ramamoorthy | Krishna Kattiyan Ramamoorthy	1			Pathways :: Design Thinking	Thesis	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 194-15 - Design Project I (-)	Computer Science and Engineering	194	15	Open	2/30	Michael Schimpf	1			Pathways :: Design Thinking	Thesis	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 194-16 - Design Project I (-)	Computer Science and Engineering	194	16	Open	1/30	Younghyun Cho	1			Pathways :: Design Thinking	Thesis	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 194L-1 - Design Project I Laboratory	Computer Science and Engineering	194L	1	Closed	42/40	Michael Schimpf	1	M | 2:15 PM - 5:00 PM	Rm 112 Heafey Hall		Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 194L-2 - Design Project I Laboratory	Computer Science and Engineering	194L	2	Open	38/40	Michael Schimpf	1	M | 5:15 PM - 8:00 PM	Rm 112 Heafey Hall		Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 194L-3 - Design Project I Laboratory	Computer Science and Engineering	194L	3	Open	35/40	Michael Schimpf	1	T | 2:15 PM - 5:00 PM	Rm 112 Heafey Hall		Laboratory	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 201E-1 - Digital Signal Processing I and II	Computer Science and Engineering	201E	1	Open	17/24	Anoosheh Heidarzadeh	4	T Th | 5:10 PM - 7:00 PM	RM 1308 SCDI	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	CSEN 201E-/ECEN 233E-1
CSEN 203-1 - VLSI Design I	Computer Science and Engineering	203	1	Open	17/24	Santanu Dutta	2	T | 7:10 PM - 9:00 PM	RM 3301 SCDI	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	CSEN 203-/ECEN 387-1
CSEN 210-1 - Computer Architecture	Computer Science and Engineering	210	1	Open	28/30	Yan Cui	4	M W | 5:10 PM - 7:00 PM	Rm 111 Kenna Hall	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 210-2 - Computer Architecture	Computer Science and Engineering	210	2	Open	27/30	Yan Cui	4	M W | 7:10 PM - 9:00 PM	Rm 111 Kenna Hall	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 210-3 - Computer Architecture	Computer Science and Engineering	210	3	Open	23/30	Ramzi Nofal | Ramzi Nofal	4	T Th | 5:10 PM - 7:00 PM	Rm 304 Kenna Hall	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 225-1 - Secure Coding in C and C++	Computer Science and Engineering	225	1	Open	17/30	Shungkai Lam	2	T | 7:10 PM - 9:00 PM	RM 1301 SCDI	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 233-1 - Computer Networks	Computer Science and Engineering	233	1	Open	10/30	Krishna Murthy Kattiyan Ramamoorthy | Krishna Kattiyan Ramamoorthy	4	M W | 5:10 PM - 7:00 PM	RM 1308 SCDI	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 240-1 - Machine Learning	Computer Science and Engineering	240	1	Closed	30/30	Alex Sumarsono	4	T Th | 5:10 PM - 7:00 PM	Rm 214 Bergin Hall	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 240-2 - Machine Learning	Computer Science and Engineering	240	2	Open	27/30	Yan Cui	4	T Th | 12:10 PM - 2:00 PM	Rm 104 Alameda hall	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 266-1 - Artificial Intelligence	Computer Science and Engineering	266	1	Open	29/30	Oana Ignat	4	T Th | 5:10 PM - 7:00 PM	Rm 116 Bergin Hall	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 266-2 - Artificial Intelligence	Computer Science and Engineering	266	2	Open	18/30	Oana Ignat	4	T Th | 7:10 PM - 9:00 PM	Rm 116 Bergin Hall	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 268-1 - Mobile Application Development	Computer Science and Engineering	268	1	Open	29/30	Mehmet Artun	4	T Th | 7:10 PM - 9:00 PM	RM 2301 SCDI	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 275-1 - Object Oriented Analysis, Design and Programming	Computer Science and Engineering	275	1	Open	29/30	Paddu Melanahalli	4	M W | 7:10 PM - 9:00 PM	RM 3115 SCDI	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 275-2 - Object Oriented Analysis, Design and Programming	Computer Science and Engineering	275	2	Open	29/30	Navid Shaghaghi	4	T Th | 3:10 PM - 5:00 PM	RM 1301 SCDI	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 278-1 - Advanced Web Programming	Computer Science and Engineering	278	1	Closed	30/30	Yuan Wang	4	T Th | 5:10 PM - 7:00 PM	Rm 218 Kenna Hall	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 279-1 - Design and Analysis of Algorithms	Computer Science and Engineering	279	1	Open	26/30	Siddhartha Nath | Sid Nath	4	M W | 7:10 PM - 9:00 PM	Rm 214 Kenna Hall	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	CSEN 279-/AMTH 377-1
CSEN 279-2 - Design and Analysis of Algorithms	Computer Science and Engineering	279	2	Closed	30/30	Amr Zaky	4	T Th | 7:10 PM - 9:00 PM	Rm 129 Heafey Hall	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	CSEN 279-/AMTH 377-2
CSEN 279-3 - Design and Analysis of Algorithms	Computer Science and Engineering	279	3	Open	6/27	Hien Vu	4	T Th | 7:10 AM - 9:00 AM	Rm 225 Heafey Hall	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	CSEN 279-/AMTH 377-3
CSEN 280-1 - Database Systems	Computer Science and Engineering	280	1	Open	29/30	Neera Vats	4	M W | 7:10 PM - 9:00 PM	Rm 122 Heafey Hall	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 281-1 - Pattern Recognition and Data Mining	Computer Science and Engineering	281	1	Open	23/30	Arun Jagota	4	M W | 7:10 PM - 9:00 PM	RM 3302 SCDI	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 283-2 - Operating Systems	Computer Science and Engineering	283	2	Open	10/30	Ming-Hwa Wang	4	T Th | 7:10 PM - 9:00 PM	RM 3115 SCDI	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 285-1 - Software Engineering	Computer Science and Engineering	285	1	Open	8/30	Alka Shah-Jarvis	4	M W | 5:10 PM - 7:00 PM	Rm 214 Kenna Hall		Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 290-1 - Computer Graphics	Computer Science and Engineering	290	1	Open	13/15	Yuan Wang	4	T Th | 7:10 AM - 9:00 AM	RM 2302 SCDI	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	CSEN 290-/CSEN 148-1
CSEN 313-1 - Advanced Computer Architecture	Computer Science and Engineering	313	1	Open	23/30	Amr Zaky	4	T Th | 7:10 AM - 9:00 AM	Rm 148 Guadalupe Hall	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 317-1 - Distributed Systems	Computer Science and Engineering	317	1	Open	11/30	Xiao Li	4	M W | 7:10 PM - 9:00 PM	Rm 105 Kenna Hall	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 317-2 - Distributed Systems	Computer Science and Engineering	317	2	Open	29/30	Ramin Moazzeni	4	M W | 7:10 AM - 9:00 AM	RM 3115 SCDI	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 319-1 - Parallel Computing	Computer Science and Engineering	319	1	Open	29/30	Younghyun Cho	4	M W | 5:10 PM - 7:00 PM	Rm 205 O'Connor Hall	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 329-1 - Network Technology	Computer Science and Engineering	329	1	Open	20/30	Keyvan Moataghed	4	M W | 7:10 PM - 9:00 PM	RM 3116 SCDI	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 340-1 - Digital Image Processing I	Computer Science and Engineering	340	1	Open	10/24	Harish Hiriyannaiah	2	W | 7:10 PM - 9:00 PM	Rm 125 Heafey Hall	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	CSEN 340-/ECEN 640-1
CSEN 353-1 - Trust and Privacy Online Social Networks	Computer Science and Engineering	353	1	Open	13/30	Yuhong Liu	4	M W | 5:10 PM - 7:00 PM	Rm 116 Bergin Hall	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 383-1 - Advanced Operating Systems	Computer Science and Engineering	383	1	Closed	31/30	Ahmed Ezzat	4	M W | 7:10 AM - 9:00 AM	Rm 125 Heafey Hall	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 383-2 - Advanced Operating Systems	Computer Science and Engineering	383	2	Closed	33/30	Ahmed Ezzat	4	T Th | 7:10 AM - 9:00 AM	Rm 214 Kenna Hall	EMGT Tech Stem	Lecture	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 493-1 - Directed Research- Web Mobile Project for Social Impact to Help Bilingual Children Learn Maths Operators (.)	Computer Science and Engineering	493	1	Closed	1/0	Silvia Figueira	1				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 493-2 - Directed Research- Advanced Database Systems (.)	Computer Science and Engineering	493	2	Closed	1/0	Shiva Jahangiri	3				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 493-3 - Directed Research-  Develping an Educational App Aimed at Teaching Children how to Read Time, and Calculate Time Intervals (.)	Computer Science and Engineering	493	3	Closed	1/0	Silvia Figueira	1				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 493-4 - Directed Research- Machine Learning Systems (.)	Computer Science and Engineering	493	4	Closed	1/0	Sean Choi	4				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 493-5 - Directed Research- Web Mobile Project for Social Impact (.)	Computer Science and Engineering	493	5	Closed	1/0	Silvia Figueira	2				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 493-6 - Directed Research- AI for Pedestrian Safety (.)	Computer Science and Engineering	493	6	Closed	1/0	Dragos Anastasiu | David Anastasiu	4				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 493-7 - Directed Research- Natural Language Processing and Recommendation System (.)	Computer Science and Engineering	493	7	Closed	1/0	Dragos Anastasiu | David Anastasiu	4				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 493-8 - Directed Research- Synthetic Data Evaluation (.)	Computer Science and Engineering	493	8	Closed	1/0	Yuhong Liu	2				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 493-9 - Directed Research- Weak Label Learning for RAG (.)	Computer Science and Engineering	493	9	Closed	1/0	Yi Fang	4				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 493-10 - Directed Research- 3D Point Cloud Compression for Machine (.)	Computer Science and Engineering	493	10	Closed	1/0	Ying Liu	4				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 493-11 - Directed Research- Currency Literature App (.)	Computer Science and Engineering	493	11	Closed	0/0	Silvia Figueira	2				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 493-12 - Directed Research-  Bilingual Math Application for Social Impact (.)	Computer Science and Engineering	493	12	Closed	1/0	Silvia Figueira	1				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 493-13 - Directed Research- Library System Project- Frugal Innovation Hub (.)	Computer Science and Engineering	493	13	Closed	1/0	Silvia Figueira	1				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 493-14 - Directed Research- Large Vision Language Models (.)	Computer Science and Engineering	493	14	Closed	1/0	Yi Fang	4				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 493-15 - Directed Research-  Library System Project (.)	Computer Science and Engineering	493	15	Closed	1/0	Silvia Figueira	3				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
CSEN 493-16 - Directed Research- Advanced Database Systems (.)	Computer Science and Engineering	493	16	Closed	1/0	Shiva Jahangiri	3				Research	In-Person	9/23/2024	12/13/2024	Fall 2024 Quarter	
