Course Section	Course Subject	Course Number	Section Number	Section Status	Enrolled/Capacity	All Instructors	Units	Meeting Patterns	Locations	Course Tags	Instructional Format	Delivery Mode	Start Date	End Date	Academic Period	Overlapping Course(s)
CSEN 272-1 - Web Search and Information Retrieval	Computer Science and Engineering	272	1	Open	33/35	Yi Fang	4	W F | 5:10 PM - 7:00 PM	Rm 122 Heafey Hall	EMGT Tech Stem	Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	
CSEN 275-1 - Object Oriented Analysis, Design and Programming	Computer Science and Engineering	275	1	Open	33/35	Paddu Melanahalli	4	M W | 7:10 PM - 9:00 PM	Rm 111 Kenna Hall	EMGT Tech Stem	Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	
CSEN 275-2 - Object Oriented Analysis, Design and Programming	Computer Science and Engineering	275	2	Open	33/35	Navid Shaghaghi	4	T Th | 2:00 PM - 3:50 PM	RM 3116 SCDI	EMGT Tech Stem	Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	
CSEN 279-1 - Design and Analysis of Algorithms	Computer Science and Engineering	279	1	Open	11/35	Yuan Wang	4	M W | 5:10 PM - 7:00 PM	RM 3115 SCDI	EMGT Tech Stem	Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	CSEN 279-/AMTH 377-1
CSEN 279-2 - Design and Analysis of Algorithms	Computer Science and Engineering	279	2	Open	12/35	Yuan Wang	4	M W | 7:10 PM - 9:00 PM	RM 3115 SCDI	EMGT Tech Stem	Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	CSEN 279-/AMTH 377-2
CSEN 280-1 - Database Systems	Computer Science and Engineering	280	1	Closed	35/35	Neera Vats	4	T Th | 7:10 PM - 9:00 PM	Rm 111 Kenna Hall	EMGT Tech Stem	Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	
CSEN 281-1 - Pattern Recognition and Data Mining	Computer Science and Engineering	281	1	Open	34/35	Arun Jagota	4	T Th | 5:10 PM - 7:00 PM	RM 3115 SCDI	EMGT Tech Stem	Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	
CSEN 283-1 - Operating Systems	Computer Science and Engineering	283	1	Open	23/35	Yan Cui	4	T Th | 5:10 PM - 7:00 PM	RM 1302 SCDI	EMGT Tech Stem	Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	
CSEN 283-2 - Operating Systems	Computer Science and Engineering	283	2	Open	30/35	Yan Cui	4	T Th | 7:10 PM - 9:00 PM	RM 1302 SCDI	EMGT Tech Stem	Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	
CSEN 286-1 - Software Quality Assurance and Testing	Computer Science and Engineering	286	1	Open	10/35	Alka Shah-Jarvis	2	M | 5:10 PM - 7:00 PM	RM 1301 SCDI	EMGT Tech Stem	Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	
CSEN 288-1 - Software Ethics	Computer Science and Engineering	288	1	Open	20/35	Alka Shah-Jarvis	2	W | 5:10 PM - 7:00 PM	RM 2301 SCDI		Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	
CSEN 313-1 - Advanced Computer Architecture	Computer Science and Engineering	313	1	Open	7/30	Amr Zaky	4	M W | 7:10 AM - 9:00 AM	Rm 148 Guadalupe Hall	EMGT Tech Stem	Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	
CSEN 315-1 - Web Architecture and Protocols	Computer Science and Engineering	315	1	Open	20/35	Arman Elahi	4	T Th | 7:10 PM - 9:00 PM	Rm 122 Heafey Hall	EMGT Tech Stem	Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	
CSEN 317-1 - Distributed Systems	Computer Science and Engineering	317	1	Closed	35/35	Ramin Moazzeni	4	T Th | 7:10 AM - 9:00 AM	RM 1302 SCDI	EMGT Tech Stem	Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	
CSEN 332-1 - Wireless/Mobile Multimedia Networks	Computer Science and Engineering	332	1	Open	14/35	Keyvan Moataghed	4	M W | 7:10 PM - 9:00 PM	Rm 120 Alumni Science Hall	EMGT Tech Stem	Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	
CSEN 338-1 - Image and Video Compression	Computer Science and Engineering	338	1	Open	19/35	Nam Ling	4	W F | 5:10 PM - 7:00 PM	RM 1301 SCDI	EMGT Tech Stem	Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	CSEN 338-/ECEN 641-1
CSEN 345-1 - Computer VIsion II	Computer Science and Engineering	345	1	Open	4/30	Gautam Krishna	2	M | 7:10 PM - 9:00 PM	RM 2301 SCDI	EMGT Tech Stem	Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	CSEN 345-/ECEN 645-1
CSEN 346-1 - Natural Language Processing	Computer Science and Engineering	346	1	Closed	37/35	Yi Fang	4	T Th | 5:10 PM - 7:00 PM	Rm 214 Bergin Hall		Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	
CSEN 354-1 - Social Network Analysis and Risks	Computer Science and Engineering	354	1	Open	11/35	Xiang Li	4	M W | 5:10 PM - 7:00 PM	Rm 214 Bergin Hall	EMGT Tech Stem	Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	
CSEN 379-1 - Advanced Design and Analysis of Algorithms	Computer Science and Engineering	379	1	Open	6/35	Nicholas Tran	4	T Th | 5:10 PM - 7:00 PM	Rm 205 O'Connor Hall	EMGT Tech Stem	Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	CSEN 379-/AMTH 379-1
CSEN 383-1 - Advanced Operating Systems	Computer Science and Engineering	383	1	Closed	35/35	Ahmed Ezzat	4	M W | 7:10 AM - 9:00 AM	RM 3116 SCDI	EMGT Tech Stem	Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	
CSEN 396B-1 - Advanced Topics in Computer Science and Engineering (Data Visualization)	Computer Science and Engineering	396B	1	Open	34/35	Ihan Hsiao | Sharon Hsiao	4	T Th | 5:10 PM - 7:00 PM	RM 1308 SCDI		Lecture	In-Person	4/2/2024	6/9/2024	Spring 2024 Quarter	
CSEN 493-1 - Directed Research-Advanced Database Systems Implementation (.)	Computer Science and Engineering	493	1	Closed	1/0	Shiva Jahangiri	4				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-2 - Directed Research- Fullstack Development (.)	Computer Science and Engineering	493	2	Closed	1/0	Behnam Dezfouli	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-3 - Directed Research--Cloud Based Search Engine Optimization using Ontology (.)	Computer Science and Engineering	493	3	Closed	1/0	Behnam Dezfouli	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-4 - Directed Research-Bilingual Mathematics App (.)	Computer Science and Engineering	493	4	Closed	1/0	Silvia Figueira	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-5 - Directed Research-Traveling-Salesperson Problem and Subset-Sum Problem NP Completeness Reduction (.)	Computer Science and Engineering	493	5	Closed	1/0	Weijia Shang	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-6 - Directed Research-Collaborative CodeSphere (.)	Computer Science and Engineering	493	6	Closed	1/0	Xiang Li	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-7 - Directed Research-Human Computer Interaction (.)	Computer Science and Engineering	493	7	Closed	1/0	Kai Lukoff	4				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-8 - Directed Research (.)	Computer Science and Engineering	493	8	Closed	1/0	Weijia Shang	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-9 - Directed Research-Cloud Based Search Optimization Using Datasets (.)	Computer Science and Engineering	493	9	Closed	1/0	Behnam Dezfouli	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-10 - Directed Research (.)	Computer Science and Engineering	493	10	Closed	1/0	Weijia Shang	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-11 - Directed Research-Human Computer Interaction (.)	Computer Science and Engineering	493	11	Closed	1/0	Kai Lukoff	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-12 - Directed Research (.)	Computer Science and Engineering	493	12	Closed	1/1	Weijia Shang	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-13 - Directed Research-IoT (.)	Computer Science and Engineering	493	13	Closed	1/0	Behnam Dezfouli	1 - 6				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-14 - Directed Research- Passage Scoring with LLM for Learning to Rank (.)	Computer Science and Engineering	493	14	Closed	1/0	Yi Fang	4				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-15 - Directed Research-Analyze the Polynomial-Time Reducibility from the SUBSET-SUM Problem to the Set Partitioning Problem (.)	Computer Science and Engineering	493	15	Closed	1/0	Weijia Shang	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-16 - Directed Research-Smart Grid and Social Network (.)	Computer Science and Engineering	493	16	Closed	1/0	Yuhong Liu	4				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-17 - Directed Research-Educational App (.)	Computer Science and Engineering	493	17	Closed	1/0	Silvia Figueira	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-18 - Directed Research-Natural Language Processing and Recommendation System (.)	Computer Science and Engineering	493	18	Closed	1/0	Dragos Anastasiu | David Anastasiu	4				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-19 - Directed Research-Solution for a use Case of Limited/No Internet Bandwidth and Low Storage Access on Mobile Devices (.)	Computer Science and Engineering	493	19	Closed	1/0	Silvia Figueira	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-20 - Directed Research-Project for Social Impact to Help Bilingual Children Learn Math as they Improve their English (.)	Computer Science and Engineering	493	20	Closed	1/0	Silvia Figueira	3				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-21 - Directed Research- Human Computer Interaction (.)	Computer Science and Engineering	493	21	Closed	1/0	Kai Lukoff	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-22 - Directed Research-Social Impact Aiming to Aid Bilingual Children (.)	Computer Science and Engineering	493	22	Closed	1/0	Silvia Figueira	4				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-23 - Directed Research-Mobile Application (.)	Computer Science and Engineering	493	23	Closed	1/0	Silvia Figueira	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-25 - Directed Research-Development of Flutter based IOS App to Address Language Barries in Math Faced by Bilingual, ESL students (.)	Computer Science and Engineering	493	25	Closed	0/0	Silvia Figueira	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-26 - Directed Research-Designing and Developing a Flutter based Application for Students on Course Mathematics (.)	Computer Science and Engineering	493	26	Closed	1/0	Silvia Figueira	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-27 - Directed Research- Web Mobile Project (.)	Computer Science and Engineering	493	27	Closed	1/0	Silvia Figueira	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-28 - Directed Research-3D Point Cloud Compression for Machine (.)	Computer Science and Engineering	493	28	Closed	0/0	Ying Liu	4				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-29 - Directed Research-Mobile Devices to Optimize the Storage of Images and Videos (.)	Computer Science and Engineering	493	29	Closed	1/0	Silvia Figueira	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-30 - Directed Research-Web Mobile Project using Technologies Flutter, Figma and Firebase (.)	Computer Science and Engineering	493	30	Closed	1/0	Silvia Figueira	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-31 - Directed Research- Blockchain and Vehicle Software Update (.)	Computer Science and Engineering	493	31	Closed	1/0	Yuhong Liu	3				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-32 - Directed Research- Implement a Doctor Appointment Management System for a Hospital in Senegal (.)	Computer Science and Engineering	493	32	Closed	1/0	Silvia Figueira	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-33 - Directed Research- Human Computer Interaction (.)	Computer Science and Engineering	493	33	Closed	1/0	Kai Lukoff	4				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-34 - Directed Research- Publish Subscribe Systems (.)	Computer Science and Engineering	493	34	Closed	1/0	Behnam Dezfouli	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-35 - Directed Research-3D Point Cloud Compression for Machine (.)	Computer Science and Engineering	493	35	Closed	1/0	Ying Liu	4				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-36 - Directed Research-Web Mobile Project Focused on an Engaging Mathematics Learning Game for Bilingual Children (.)	Computer Science and Engineering	493	36	Closed	1/0	Silvia Figueira	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-37 - Directed Research- Project for Social Impact (.)	Computer Science and Engineering	493	37	Closed	1/0	Silvia Figueira	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-38 - Directed Research- Implementation of WiFI Aggregation and optimization for AF_XDP (.)	Computer Science and Engineering	493	38	Closed	1/0	Behnam Dezfouli	4				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-39 - Directed Research-Project for Social Impact to Help Bilingual Children Learn Math as they Improve their English (.)	Computer Science and Engineering	493	39	Closed	1/0	Silvia Figueira	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-40 - Directed Research-Project for Social Impact to Help Bilingual Children Learn Math as they Improve their English (.)	Computer Science and Engineering	493	40	Closed	1/0	Silvia Figueira	3				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-41 - Directed Research (.)	Computer Science and Engineering	493	41	Closed	1/0	Weijia Shang	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-42 - Directed Research-Mobile App Development and Database Management Aimed at Creating a Safe Space for Reporting Cases to School Administration (.)	Computer Science and Engineering	493	42	Closed	1/0	Silvia Figueira	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-43 - Directed Research-Cloud Based Distributed Task Processing System (.)	Computer Science and Engineering	493	43	Closed	1/0	Behnam Dezfouli	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-44 - Directed Research-Develop an Internal Management System for the GDT Clinic using NextJs, React, TypeScript and MongoDB Specialized for Frugal Innovation (.)	Computer Science and Engineering	493	44	Closed	1/0	Silvia Figueira	3				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-45 - Directed Research--Primarily Utilize Technologies such as ChatGPT to Research the Potential Impact of Tweets on Social Media Platforms like Twitter on Key Indicators of the Assets (.)	Computer Science and Engineering	493	45	Closed	1/0	Xiang Li	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-46 - Directed Research-*Designing Cloud Architecture for Online Services (.)	Computer Science and Engineering	493	46	Closed	1/0	Weijia Shang	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-47 - Directed Research--Advanced Web Development (.)	Computer Science and Engineering	493	47	Closed	1/0	Dragos Anastasiu | David Anastasiu	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-48 - Directed Research-Project for Social Impact to Help Bilingual Children Learn Math as they Improve their English (.)	Computer Science and Engineering	493	48	Closed	1/0	Silvia Figueira	3				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-49 - Directed Research-Leverage Principal Component Analysis to Efficiently Reduce IOT Data Sizes without Compromising their Accuracy (.)	Computer Science and Engineering	493	49	Closed	1/0	Behnam Dezfouli	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-50 - Directed Research--Project for Social Impact to Help Bilingual Children Learn Math as they Improve their English (.)	Computer Science and Engineering	493	50	Closed	1/0	Silvia Figueira	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-51 - Directed Research-Developing a Versatile Application Utilizing Various Techniques to Retrieve and Display Images and Videos Efficiently in low Wi-Fi or Mobile Networks Environments (.)	Computer Science and Engineering	493	51	Closed	1/0	Silvia Figueira	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-52 - Directed Research (.)	Computer Science and Engineering	493	52	Closed	1/0	Weijia Shang	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-53 - Directed Research-Human Computer Interaction Research (.)	Computer Science and Engineering	493	53	Closed	1/0	Kai Lukoff	3				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-54 - Directed Research (.)	Computer Science and Engineering	493	54	Closed	1/0	Weijia Shang	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-55 - Directed Research- Enhancing the "Equation to Success" Application by Automating its Deployment Pipeline and Refining the Codebase for Greater Maintainability and Scalability (.)	Computer Science and Engineering	493	55	Closed	1/0	Silvia Figueira	4				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-56 - Directed Research- AWS Sensor Data Processing (.)	Computer Science and Engineering	493	56	Closed	1/0	Behnam Dezfouli	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-57 - Directed Research- Cloud Based and Severless Application Development using AWS (.)	Computer Science and Engineering	493	57	Closed	1/0	Behnam Dezfouli	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-58 - Directed Research (.)	Computer Science and Engineering	493	58	Closed	1/0	Weijia Shang	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-59 - Directed Research-Education App that Aims to Support Hispanic Children who face Challenges Understanding English in American Schools (.)	Computer Science and Engineering	493	59	Closed	1/0	Silvia Figueira	3				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-60 - Directed Research--GDT Clinic Internal Management System (.)	Computer Science and Engineering	493	60	Closed	1/0	Silvia Figueira	4				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-61 - Directed Research-Developing a Homework Application for Students in Rwanda (.)	Computer Science and Engineering	493	61	Closed	1/0	Silvia Figueira	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-62 - Directed Research (.)	Computer Science and Engineering	493	62	Closed	1/0	Weijia Shang	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-63 - Directed Research-Develop a Dynamic Professional Portfolio (.)	Computer Science and Engineering	493	63	Closed	1/0	Behnam Dezfouli	3				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-64 - Directed Research- Generative Adversarial Networks (.)	Computer Science and Engineering	493	64	Closed	1/0	Nam Ling	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-65 - Directed Research--Developing an Interactive Learning Application Aimed at Bilingual School Students Struggling with Leaning Math and English (.)	Computer Science and Engineering	493	65	Closed	1/0	Silvia Figueira	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-66 - Directed Research-Performance Analysis of Cloud-Native Microservices (.)	Computer Science and Engineering	493	66	Closed	1/0	Behnam Dezfouli	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-67 - Directed Research (.)	Computer Science and Engineering	493	67	Closed	1/0	Weijia Shang	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-68 - Directed Research- Exploring PCD Compression: Methods and Applications (.)	Computer Science and Engineering	493	68	Closed	1/0	Nam Ling	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-69 - Directed Research-Data Management System Internals (.)	Computer Science and Engineering	493	69	Closed	1/0	Shiva Jahangiri	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-70 - Directed Research- Point Cloud Compression (.)	Computer Science and Engineering	493	70	Closed	1/0	Nam Ling	6				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-71 - Directed Research (.)	Computer Science and Engineering	493	71	Closed	1/0	Weijia Shang	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-73 - Directed Research (.)	Computer Science and Engineering	493	73	Closed	1/0	Weijia Shang	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-74 - Directed Research-Systematic Mobile App Reviews Web Application (.)	Computer Science and Engineering	493	74	Closed	1/0	Kai Lukoff	3				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-75 - Directed Research- Advanced Database Management Systems (.)	Computer Science and Engineering	493	75	Closed	1/0	Shiva Jahangiri	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-76 - Directed Research- Using OpenCV and Java to Develop an Application Aimed to Assist Machine Learning (.)	Computer Science and Engineering	493	76	Closed	1/0	Dragos Anastasiu | David Anastasiu	5				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-77 - Directed Research- Deep Learning (.)	Computer Science and Engineering	493	77	Closed	1/0	Dragos Anastasiu | David Anastasiu	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-78 - Directed Research-Project for Social Impact to Help Bilingual Children Learn Math as they Improve their English (.)	Computer Science and Engineering	493	78	Closed	1/0	Silvia Figueira	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-79 - Directed Research- Advanced Cloud Computing (.)	Computer Science and Engineering	493	79	Closed	1/0	Xiang Li	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-80 - Directed Research-Developing a Mobile Application (.)	Computer Science and Engineering	493	80	Closed	1/0	Silvia Figueira	4				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-81 - Directed Research- Human Computer Interaction (.)	Computer Science and Engineering	493	81	Closed	1/0	Kai Lukoff	3				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-82 - Directed Research- Impact of ChatGPT on Social Media Tweets (.)	Computer Science and Engineering	493	82	Closed	1/0	Xiang Li	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-83 - Directed Research- Database and Big Data Management Systems (.)	Computer Science and Engineering	493	83	Closed	1/0	Shiva Jahangiri	8				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-84 - Directed Research- Application Development (.)	Computer Science and Engineering	493	84	Closed	1/0	Silvia Figueira	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-85 - Directed Research- Application Development (.)	Computer Science and Engineering	493	85	Closed	1/0	Silvia Figueira	3				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-86 - Directed Research- Performance benchmarking of OpenMP applications (.)	Computer Science and Engineering	493	86	Closed	1/0	Younghyun Cho	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-87 - Directed Research- Traffic Prediction in Data Path (.)	Computer Science and Engineering	493	87	Closed	1/0	Behnam Dezfouli	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-88 - Directed Research-  Software Packet Switching Optimization (.)	Computer Science and Engineering	493	88	Closed	1/0	Behnam Dezfouli	3				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-89 - Directed Research (.)	Computer Science and Engineering	493	89	Closed	1/0	Weijia Shang	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-90 - Directed Research (.)	Computer Science and Engineering	493	90	Closed	1/0	Weijia Shang	1				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-91 - Directed Research- Mobile App Development (.)	Computer Science and Engineering	493	91	Closed	1/0	Silvia Figueira	3				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 493-92 - Directed Research-  Web Mobile Project on Engaging Mathematics Learning Game for Bilingual Children (.)	Computer Science and Engineering	493	92	Closed	1/0	Silvia Figueira	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 494-1 - Interdisciplinary Research- Artificial Intelligence for Human System Interaction (.)	Computer Science and Engineering	494	1	Closed	1/0	Junho Park	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 494-2 - Interdisciplinary Research- Artificial Intelligence for Human System Interaction (.)	Computer Science and Engineering	494	2	Closed	1/0	Junho Park	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 494-4 - Interdisciplinary Research- PhotoBioModulation (.)	Computer Science and Engineering	494	4	Closed	1/0	Sally Wood	2				Research	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 497-1 - Master's Thesis Research- Deep Learning Technology (-)	Computer Science and Engineering	497	1	Closed	1/0	Nam Ling	2				Thesis	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 497-2 - Master's Thesis Research- Examining the Latest Advancements in Digital Media Compression Technologies (-)	Computer Science and Engineering	497	2	Closed	1/0	Nam Ling	1				Thesis	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 497-3 - Master's Thesis Research-Image Compression on 3D Vision (-)	Computer Science and Engineering	497	3	Closed	1/0	Nam Ling	1				Thesis	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 497-4 - Master's Thesis Research- Nanobind: Protein Corona Prediction (-)	Computer Science and Engineering	497	4	Closed	1/0	Dragos Anastasiu | David Anastasiu	2				Thesis	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 497-5 - Master's Thesis Research--Develop a Novel Image and Video Compression Algorithm that Leverages Deep Learning for Adaptive Compression (-)	Computer Science and Engineering	497	5	Closed	1/0	Nam Ling	1				Thesis	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 497-6 - Master's Thesis Research- Diffusion Model (-)	Computer Science and Engineering	497	6	Closed	1/0	Nam Ling	1				Thesis	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 497-7 - Master's Thesis Research- Vision Transformer for Compression Task (-)	Computer Science and Engineering	497	7	Closed	1/0	Nam Ling	1				Thesis	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
CSEN 497-8 - Master's Thesis Research (-)	Computer Science and Engineering	497	8	Closed	1/1	Nam Ling	1 - 4				Thesis	In-Person	4/2/2024	6/13/2024	Spring 2024 Quarter	
