Course Section	Course Subject	Course Number	Section Number	Section Status	Enrolled/Capacity	All Instructors	Units	Meeting Patterns	Locations	Course Tags	Instructional Format	Delivery Mode	Start Date	End Date	Academic Period	Overlapping Course(s)
COEN 498-02 - Ph.D Thesis Research: Image Video Compression (-)	Computer Engineering	498	2	Open	1/1		6				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-03 - Ph.D Thesis Research: Video Coding (-)	Computer Engineering	498	3	Open	1/1		8				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-04 - Ph.D Thesis Research (-)	Computer Engineering	498	4	Open	1/1		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-05 - Ph.D Thesis Research (-)	Computer Engineering	498	5	Open	1/1		8				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-06 - Ph.D Thesis Research: Directed Resarch (-)	Computer Engineering	498	6	Open	1/1		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-07 - Ph.D Thesis Research: Cascading Failure Analysis DLT (-)	Computer Engineering	498	7	Open	1/1		4				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-08 - Ph.D Thesis Research: Deep Neural Networks (-)	Computer Engineering	498	8	Open	1/1		8				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-09 - Ph.D Thesis Research: Prosumer Agent (-)	Computer Engineering	498	9	Open	1/1		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-10 - Ph.D Thesis Research: AMICA (-)	Computer Engineering	498	10	Open	1/1		4				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-11 - Ph.D Thesis Research: Energy Efficiency (-)	Computer Engineering	498	11	Open	1/1		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-12 - Ph.D Thesis Research: Smart Grid (-)	Computer Engineering	498	12	Open	1/1		4				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-13 - Ph.D Thesis Research: Low Bitrate Image Coding (-)	Computer Engineering	498	13	Open	1/1		8				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-14 - Ph.D Thesis Research: NER (-)	Computer Engineering	498	14	Open	1/1		8				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-15 - Ph.D Thesis Research: Deep Learning Based Comp Vis (-)	Computer Engineering	498	15	Open	1/1		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-16 - Ph.D Thesis Research: Meta-Learning (-)	Computer Engineering	498	16	Open	1/1		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-17 - Ph.D Thesis Research: Blockchain Vehicle SW (-)	Computer Engineering	498	17	Open	1/1		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-18 - Ph.D Thesis Research: Deep Learning (-)	Computer Engineering	498	18	Open	1/1		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-19 - Ph.D Thesis Research: Deep Learning Models (-)	Computer Engineering	498	19	Open	1/1		8				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-20 - Ph.D Thesis Research: Machine Learning Info Retriev (-)	Computer Engineering	498	20	Open	1/1		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-21 - Ph.D Thesis Research: DL based Computer Vision (-)	Computer Engineering	498	21	Open	1/1		4				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-22 - Ph.D Thesis Research: IoT Security (-)	Computer Engineering	498	22	Open	1/1		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-23 - Ph.D Thesis Research: Tail Time WiFi Devices (-)	Computer Engineering	498	23	Open	1/1		2				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-24 - Ph.D Thesis Research (-)	Computer Engineering	498	24	Open	1/1		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-25 - Ph.D Thesis Research (-)	Computer Engineering	498	25	Open	1/1		4				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-26 - Ph.D Thesis Research (-)	Computer Engineering	498	26	Open	1/1		4				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-27 - Ph.D Thesis Research (-)	Computer Engineering	498	27	Open	1/1		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-28 - Ph.D Thesis Research (-)	Computer Engineering	498	28	Open	1/1		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-29 - Ph.D Thesis Research (-)	Computer Engineering	498	29	Open	1/1		6				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 498-30 - Ph.D Thesis Research (-)	Computer Engineering	498	30	Open	1/1		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 499-01 - Independent Study: In Kernel Networking Protocols (-)	Computer Engineering	499	1	Open	1/1		4				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 499-02 - Independent Study: CKAD (-)	Computer Engineering	499	2	Open	1/1		4				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 499-03 - Independent Study (-)	Computer Engineering	499	3	Open	1/1		2				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 499-04 - Independent Study: Kubernetes Application Develop (-)	Computer Engineering	499	4	Open	1/1		2				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 499-05 - Independent Study (-)	Computer Engineering	499	5	Open	1/1		4				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 499-06 - Independent Study (-)	Computer Engineering	499	6	Open	1/1		1 - 6				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 912C-01 - Abstract Data Type & Structure	Computer Engineering	912C	1	Open	4/40		2				Lecture	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
COEN 920C-01 - Embedded Syst & Assembly Lang	Computer Engineering	920C	1	Open	13/40		2				Lecture	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 1-01 - Communication in Everyday Life (-)	Communication	1	1	Open	35/35		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 1-02 - Communication in Everyday Life (-)	Communication	1	2	Open	35/35		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 2-01 - Public Speaking (-)	Communication	2	1	Open	22/22		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 2-02 - Public Speaking (-)	Communication	2	2	Open	22/22		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 2-03 - Public Speaking (-)	Communication	2	3	Open	22/22		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 3-01 - Digital Storytelling	Communication	3	1	Open	32/32		4			Pathways :: Cinema Studies  Pathways :: The Digital Age	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 3-02 - Digital Storytelling	Communication	3	2	Open	32/32		4			Pathways :: Cinema Studies  Pathways :: The Digital Age	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 4-01 - Approaches to Comm Research	Communication	4	1	Open	32/32		4			Core Explorations :: Social Science	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 4-02 - Approaches to Comm Research	Communication	4	2	Open	32/32		4			Core Explorations :: Social Science	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 10-01 - Social Interaction	Communication	10	1	Open	16/32		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 12-01 - Technology and Communication (-)	Communication	12	1	Open	28/29		4			Core Explorations :: Science, Technology and Society  Pathways :: Design Thinking  Pathways :: The Digital Age  Pathways :: Values in Science and Technology	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 12-03 - Technology and Communication (-)	Communication	12	3	Open	29/29		4			Core Explorations :: Science, Technology and Society  Pathways :: Design Thinking  Pathways :: The Digital Age  Pathways :: Values in Science and Technology	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 30-01 - Digital Filmmaking	Communication	30	1	Open	24/24		5			Core Explorations :: Arts  Pathways :: Cinema Studies  Pathways :: Design Thinking	Combination	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 30-02 - Digital Filmmaking	Communication	30	2	Open	0/8		0 - 5			Core Explorations :: Arts  Pathways :: Cinema Studies  Pathways :: Design Thinking	Combination	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 30-03 - Digital Filmmaking	Communication	30	3	Open	0/8		0 - 5			Core Explorations :: Arts  Pathways :: Cinema Studies  Pathways :: Design Thinking	Combination	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 30-04 - Digital Filmmaking	Communication	30	4	Open	0/8		0 - 5			Core Explorations :: Arts  Pathways :: Cinema Studies  Pathways :: Design Thinking	Combination	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 30-05 - Digital Filmmaking	Communication	30	5	Open	24/24		5			Core Explorations :: Arts  Pathways :: Cinema Studies  Pathways :: Design Thinking	Combination	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 30-06 - Digital Filmmaking	Communication	30	6	Open	0/8		0 - 5			Core Explorations :: Arts  Pathways :: Cinema Studies  Pathways :: Design Thinking	Combination	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 30-07 - Digital Filmmaking	Communication	30	7	Open	0/8		0 - 5			Core Explorations :: Arts  Pathways :: Cinema Studies  Pathways :: Design Thinking	Combination	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 30-08 - Digital Filmmaking	Communication	30	8	Open	0/8		0 - 5			Core Explorations :: Arts  Pathways :: Cinema Studies  Pathways :: Design Thinking	Combination	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 50-01 - Media and Technology Studies	Communication	50	1	Open	18/32		4			Core Explorations :: Science, Technology and Society  Pathways :: The Digital Age	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 60-01 - Journalism	Communication	60	1	Open	21/25		5			Pathways :: Democracy	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 60-02 - Journalism	Communication	60	2	Open	21/22		5			Pathways :: Democracy	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 80-01 - Global Media and Culture	Communication	80	1	Open	11/25		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 100-01 - Quantitative Methods	Communication	100	1	Open	21/22		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 100-02 - Quantitative Methods	Communication	100	2	Open	17/22		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 101-01 - Qualitative Methods	Communication	101	1	Open	7/22		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 101-02 - Qualitative Methods	Communication	101	2	Open	11/22		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 101-03 - Qualitative Methods	Communication	101	3	Open	23/22		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 103-01 - Special Topics in Film Product (-)	Communication	103	1	Open	20/1		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 104-01 - Special Topics in Film/TV Hist: Gender & Race on TV (-)	Communication	104	1	Open	4/24		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 116M-01 - Multicultural Family & Comm	Communication	116M	1	Open	22/25		5			Core Explorations :: Diversity: US Perspectives	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 130-01 - Screenwriting (-)	Communication	130	1	Open	20/25		5			Core Integrations :: Advanced Writing  Pathways :: Cinema Studies	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 133W-01 - Producing the Web Series	Communication	133W	1	Open	18/24		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 135-01 - Editing	Communication	135	1	Open	17/16		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 135-02 - Editing	Communication	135	2	Open	0/8		0 - 5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 135-03 - Editing	Communication	135	3	Open	0/8		0 - 5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 138-01 - Television History	Communication	138	1	Open	24/25		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 140Q-01 - Queer Cinema	Communication	140Q	1	Open	21/25		5			Pathways :: Cinema Studies	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 144-01 - Diversity and Media	Communication	144	1	Open	22/25		5			Core Explorations :: Diversity: US Perspectives	Combination	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 155-01 - Media Psychology	Communication	155	1	Open	24/25		5			Pathways :: Values in Science and Technology	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 157-01 - Environmental Communication	Communication	157	1	Open	23/24		5			Core Explorations :: Civic Engagement  Pathways :: Democracy  Pathways :: Sustainability  Pathways :: Values in Science and Technology	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 165M-01 - Magazine Journalism	Communication	165M	1	Open	25/25		5			Core Integrations :: Advanced Writing	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 167-01 - Communication Law	Communication	167	1	Open	24/25		5			Core Explorations :: Civic Engagement  Pathways :: Applied Ethics  Pathways :: Democracy	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 171-01 - Tech & Inequality: Silicon Vall	Communication	171	1	Open	22/25		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 172-01 - Media Ecology	Communication	172	1	Open	10/25		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 174-01 - Digital Feminisms	Communication	174	1	Open	23/25		5			Pathways :: Gender, Sexuality and the Body	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 190-01 - Journalism Practicum	Communication	190	1	Open	7/20		1 - 2				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 191-01 - Independent Filmmaking Practic (-)	Communication	191	1	Open	3/25		1 - 2				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 192-01 - Online Journalism Practicum	Communication	192	1	Open	4/20		1 - 2				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 193-01 - Yearbook Practicum	Communication	193	1	Open	5/16		1 - 2				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 194P-01 - Peer Educator	Communication	194P	1	Open	1/5		2				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 197-01 - Senior Portfolio (-)	Communication	197	1	Open	33/35		2				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 197-02 - Senior Portfolio (-)	Communication	197	2	Open	26/35		2				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
COMM 198-01 - Internship (-)	Communication	198	1	Open	10/20		1 - 5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 200-01 - Psychology of Interp. Comm.	Counseling Psychology	200	1	Open	22/25		3				Lecture	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 200-02 - Psychology of Interp. Comm.	Counseling Psychology	200	2	Open	8/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 211-01 - Human Sexuality	Counseling Psychology	211	1	Open	24/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 211-02 - Human Sexuality	Counseling Psychology	211	2	Open	18/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 212-01 - Psych of Relationships	Counseling Psychology	212	1	Open	23/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 212-03 - Psych of Relationships	Counseling Psychology	212	3	Open	24/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 214-01 - Evi-Based App to Psychotherapy	Counseling Psychology	214	1	Open	21/25		3				Lecture	Hybrid	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 214-02 - Evi-Based App to Psychotherapy	Counseling Psychology	214	2	Open	24/25		3				Lecture	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 216-01 - Psyc of Human Developmnt	Counseling Psychology	216	1	Open	24/25		3				Lecture	Hybrid	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 216-03 - Psyc of Human Developmnt	Counseling Psychology	216	3	Open	13/25		3				Lecture	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 218-01 - Foundations Psychother&Person	Counseling Psychology	218	1	Open	10/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 218-02 - Foundations Psychother&Person	Counseling Psychology	218	2	Open	23/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 219-01 - Psy of Group Counseling	Counseling Psychology	219	1	Open	20/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 219-02 - Psy of Group Counseling	Counseling Psychology	219	2	Open	15/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 219-03 - Psy of Group Counseling	Counseling Psychology	219	3	Open	20/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 220-01 - Research Methods	Counseling Psychology	220	1	Open	25/25		3				Lecture	Hybrid	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 220-02 - Research Methods	Counseling Psychology	220	2	Open	24/25		3				Lecture	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 220-03 - Research Methods	Counseling Psychology	220	3	Open	25/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 221-01 - Lab Group	Counseling Psychology	221	1	Open	8/7		1.5				Laboratory	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 221-02 - Lab Group	Counseling Psychology	221	2	Open	6/7		1.5				Laboratory	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 221-03 - Lab Group	Counseling Psychology	221	3	Open	7/7		1.5				Laboratory	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 221-04 - Lab Group	Counseling Psychology	221	4	Open	8/10		1.5				Laboratory	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 221-05 - Lab Group	Counseling Psychology	221	5	Open	9/10		1.5				Laboratory	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 221-06 - Lab Group	Counseling Psychology	221	6	Open	8/8		1.5				Laboratory	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 221-07 - Lab Group	Counseling Psychology	221	7	Open	9/9		1.5				Laboratory	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 227-01 - Counseling Process & Skills	Counseling Psychology	227	1	Open	25/25		3				Lecture	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 227-02 - Counseling Process & Skills	Counseling Psychology	227	2	Open	24/24		3				Lecture	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 227-03 - Counseling Process & Skills	Counseling Psychology	227	3	Open	21/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 227-04 - Counseling Process & Skills	Counseling Psychology	227	4	Open	19/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 230-01 - Psychotherapy w/ LGB clients	Counseling Psychology	230	1	Open	11/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 231-01 - Multicultural Psychology	Counseling Psychology	231	1	Open	16/20		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 231-02 - Multicultural Psychology	Counseling Psychology	231	2	Open	14/20		3				Lecture	Hybrid	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 231-03 - Multicultural Psychology	Counseling Psychology	231	3	Open	16/20		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 244-01 - Correctional Psychology	Counseling Psychology	244	1	Open	24/25		3				Lecture	Hybrid	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 275-01 - Ethical and Legal Iss in Cng	Counseling Psychology	275	1	Open	25/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 275-03 - Ethical and Legal Iss in Cng	Counseling Psychology	275	3	Open	17/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 285-01 - Person-Centered Therapy	Counseling Psychology	285	1	Open	25/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 288-01 - Existential Psychotherapy	Counseling Psychology	288	1	Open	25/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 291-01 - Couns for Grief, Loss & Trauma	Counseling Psychology	291	1	Open	25/25		3				Lecture	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 291-02 - Couns for Grief, Loss & Trauma	Counseling Psychology	291	2	Open	4/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 298-02 - Psychology and Spirituality	Counseling Psychology	298	2	Open	23/25		3				Lecture	Hybrid	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 302-01 - Formal/Informal Assess.	Counseling Psychology	302	1	Open	16/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 308-01 - Crises, Emergency and Disaster	Counseling Psychology	308	1	Open	26/25		1.5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 310-01 - Independent Study: Mind&Body Therapy (-)	Counseling Psychology	310	1	Open	1/1		3				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 310-02 - Independent Study: Principles of Supervision (-)	Counseling Psychology	310	2	Open	5/10		3				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 311-01 - Psych. of Marriage Counseling	Counseling Psychology	311	1	Open	24/25		3				Lecture	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 311-02 - Psych. of Marriage Counseling	Counseling Psychology	311	2	Open	14/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 315-01 - Family Therapy	Counseling Psychology	315	1	Open	25/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 315-02 - Family Therapy	Counseling Psychology	315	2	Open	25/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 315-03 - Family Therapy	Counseling Psychology	315	3	Open	8/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 317-01 - Therapeutic Interv. w/Children	Counseling Psychology	317	1	Open	24/25		3				Lecture	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 317-02 - Therapeutic Interv. w/Children	Counseling Psychology	317	2	Open	24/25		3				Lecture	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 318-01 - Clinical Assessment I	Counseling Psychology	318	1	Open	23/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 318-02 - Clinical Assessment I	Counseling Psychology	318	2	Open	22/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 319-01 - Clinical Assmt II: Testing	Counseling Psychology	319	1	Open	9/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 319-02 - Clinical Assmt II: Testing	Counseling Psychology	319	2	Open	9/25		3				Lecture	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 320-01 - Substance Abuse Trtmt I	Counseling Psychology	320	1	Open	24/25		3				Lecture	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 323-01 - Psychopharmacology	Counseling Psychology	323	1	Open	10/25		3				Lecture	Hybrid	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 323-02 - Psychopharmacology	Counseling Psychology	323	2	Open	23/25		3				Lecture	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 328-01 - Clin Assmt II: Child Diagnosis	Counseling Psychology	328	1	Open	20/25		3				Lecture	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 328-02 - Clin Assmt II: Child Diagnosis	Counseling Psychology	328	2	Open	15/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 331-01 - Field Experience	Counseling Psychology	331	1	Open	5/0		3				Laboratory	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 333-01 - Counseling Practicum	Counseling Psychology	333	1	Open	10/8		3				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 333-02 - Counseling Practicum	Counseling Psychology	333	2	Open	9/8		3				Independent Study	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 333-03 - Counseling Practicum	Counseling Psychology	333	3	Open	10/8		3				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 333-04 - Counseling Practicum	Counseling Psychology	333	4	Open	9/8		3				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 333-05 - Counseling Practicum	Counseling Psychology	333	5	Open	8/8		3				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 333-06 - Counseling Practicum	Counseling Psychology	333	6	Open	8/8		3				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 333-07 - Counseling Practicum	Counseling Psychology	333	7	Open	10/8		3				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 333-08 - Counseling Practicum	Counseling Psychology	333	8	Open	10/8		3				Independent Study	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 333-09 - Counseling Practicum	Counseling Psychology	333	9	Open	7/8		3				Independent Study	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
CPSY 333-10 - Counseling Practicum	Counseling Psychology	333	10	Open	9/8		3				Independent Study	Online	1/9/2023	3/17/2023	Winter 2023 Quarter	
