Course Section	Course Subject	Course Number	Section Number	Section Status	Enrolled/Capacity	All Instructors	Units	Meeting Patterns	Locations	Course Tags	Instructional Format	Delivery Mode	Start Date	End Date	Academic Period	Overlapping Course(s)
ACTG 11-01 - Intro to Financial Accounting (-)	Accounting	11	1	Open	27/27		4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 11-02 - Intro to Financial Accounting (-)	Accounting	11	2	Open	27/27		4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 11-03 - Intro to Financial Accounting (-)	Accounting	11	3	Open	19/27		4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 11-04 - Intro to Financial Accounting (-)	Accounting	11	4	Open	26/27		4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 11-05 - Intro to Financial Accounting (-)	Accounting	11	5	Open	20/27		4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 11A-01 - Intro to Financial Accounting	Accounting	11A	1	Open	23/30		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 12-01 - Intro to Managerial Accounting (-)	Accounting	12	1	Open	0/0		1.5 - 4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 12-02 - Intro to Managerial Accounting (-)	Accounting	12	2	Open	7/27		4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 12-03 - Intro to Managerial Accounting (-)	Accounting	12	3	Open	28/27		4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 12-04 - Intro to Managerial Accounting (-)	Accounting	12	4	Open	27/27		4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 12-05 - Intro to Managerial Accounting (-)	Accounting	12	5	Open	28/27		4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 12-06 - Intro to Managerial Accounting (-)	Accounting	12	6	Open	23/27		4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 12-07 - Intro to Managerial Accounting (-)	Accounting	12	7	Open	27/27		4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 12-08 - Intro to Managerial Accounting (-)	Accounting	12	8	Open	26/27		4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 12-09 - Intro to Managerial Accounting (-)	Accounting	12	9	Open	28/27		4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 12-10 - Intro to Managerial Accounting (-)	Accounting	12	10	Open	27/27		4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 12-11 - Intro to Managerial Accounting (-)	Accounting	12	11	Open	27/27		4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 12-12 - Intro to Managerial Accounting (-)	Accounting	12	12	Open	26/27		4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 12-13 - Intro to Managerial Accounting (-)	Accounting	12	13	Open	17/27		4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 12-14 - Intro to Managerial Accounting (-)	Accounting	12	14	Open	27/27		4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 12-15 - Intro to Managerial Accounting (-)	Accounting	12	15	Open	27/27		4			LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 130-01 - Intermediate Financial Actg I (-)	Accounting	130	1	Open	22/27		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 131-01 - Intermediate Financial Actg II	Accounting	131	1	Open	29/25		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 131-02 - Intermediate Financial Actg II	Accounting	131	2	Open	23/25		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 134-01 - Accounting Information Systems	Accounting	134	1	Open	33/25		5			Core Explorations :: Science, Technology and Society  LSB Core :: Undergraduate Business Core  Pathways :: The Digital Age  Pathways :: Values in Science and Technology	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 136-01 - Cost Accounting (-)	Accounting	136	1	Open	28/25		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 136-02 - Cost Accounting (-)	Accounting	136	2	Open	26/25		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 138-01 - Tax Planning & Busn Decisions	Accounting	138	1	Open	25/25		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 138-02 - Tax Planning & Busn Decisions	Accounting	138	2	Open	31/25		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 140-01 - Not for Profit Accounting	Accounting	140	1	Open	11/25		3				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 151-01 - Financial Statement Analysis (-)	Accounting	151	1	Open	19/25		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 162-01 - Jr Contemporary Busn Sem II	Accounting	162	1	Open	26/45		2				Seminar	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 172-01 - Sr Contemporary Busn Sem II	Accounting	172	1	Open	21/45		2				Seminar	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 184-01 - Advanced Accounting	Accounting	184	1	Open	26/38		6			CAAP	Lecture	In-Person	1/8/2023	2/5/2023	Winter 2023 Quarter	
ACTG 186-01 - Tax Aspects of Business Dec	Accounting	186	1	Open	26/30		6			CAAP	Lecture	In-Person	2/12/2023	3/19/2023	Winter 2023 Quarter	
ACTG 191-01 - Peer Educator in Accounting	Accounting	191	1	Open	9/10		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 191-02 - Peer Educator in Accounting	Accounting	191	2	Open	8/10		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 191-03 - Peer Educator in Accounting	Accounting	191	3	Open	2/10		2				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 191-04 - Peer Educator in Accounting	Accounting	191	4	Open	1/10		2				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 191-05 - Peer Educator in Accounting	Accounting	191	5	Open	3/10		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 198-01 - Accounting Internship (-)	Accounting	198	1	Open	1/1		5				Internship	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ACTG 3000-01 - Financial Accounting	Accounting	3000	1	Open	35/40		4				Lecture	In-Person	1/9/2023	3/18/2023	Winter 2023 Quarter	
ACTG 3000-02 - Financial Accounting	Accounting	3000	2	Open	21/36		4				Lecture	In-Person	1/9/2023	3/18/2023	Winter 2023 Quarter	
AMTH 106-01 - Differential Equations	Applied Mathematics	106	1	Open	19/20		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
AMTH 106-02 - Differential Equations	Applied Mathematics	106	2	Open	27/20		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
AMTH 106-03 - Differential Equations	Applied Mathematics	106	3	Open	30/20		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
AMTH 106-04 - Differential Equations	Applied Mathematics	106	4	Open	16/20		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
AMTH 108-01 - Probability & Statistics (-)	Applied Mathematics	108	1	Open	34/34		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
AMTH 108-02 - Probability & Statistics (-)	Applied Mathematics	108	2	Open	32/34		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
AMTH 108H-01 - Probability & Statistics: Hnrs	Applied Mathematics	108H	1	Open	1/17		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
AMTH 112-01 - Risk Analysis in Civil Engr	Applied Mathematics	112	1	Open	14/34		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
AMTH 201-01 - Adv. Engineering Math II	Applied Mathematics	201	1	Open	4/25		2			EMGT Tech Stem	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
AMTH 210-01 - Probability I	Applied Mathematics	210	1	Open	31/30		2			EMGT Tech Stem	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
AMTH 211-01 - Probability II	Applied Mathematics	211	1	Open	4/30		2			EMGT Tech Stem	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
AMTH 215-01 - Engineering Statistics II	Applied Mathematics	215	1	Open	6/20		2			EMGT Tech Stem	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
AMTH 246-01 - Linear Algebra II	Applied Mathematics	246	1	Open	7/30		2			EMGT Tech Stem	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
AMTH 377-03 - Design & Analysis: Algorithms	Applied Mathematics	377	3	Open	1/40		4			EMGT Tech Stem	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
AMTH 379-01 - Adv. Des & Anal of Algorithms	Applied Mathematics	379	1	Open	0/35		2 - 4			EMGT Tech Stem	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ANTH 1-01 - Intro to Biological Anth	Anthropology	1	1	Open	21/28		4			Core Explorations :: Natural Science  Pathways :: Values in Science and Technology	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ANTH 1-02 - Intro to Biological Anth	Anthropology	1	2	Open	0/28		0 - 4			Core Explorations :: Natural Science  Pathways :: Values in Science and Technology	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ANTH 1-03 - Intro to Biological Anth	Anthropology	1	3	Open	26/27		4			Core Explorations :: Natural Science  Pathways :: Values in Science and Technology	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ANTH 1-04 - Intro to Biological Anth	Anthropology	1	4	Open	0/27		1.5 - 4			Core Explorations :: Natural Science  Pathways :: Values in Science and Technology	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ANTH 2-01 - Intro to Archaeology	Anthropology	2	1	Open	27/28		4			Core Explorations :: Natural Science  Core Explorations :: Social Science  Pathways :: Values in Science and Technology	Combination	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ANTH 2-02 - Intro to Archaeology	Anthropology	2	2	Open	0/28		0 - 4			Core Explorations :: Natural Science  Core Explorations :: Social Science  Pathways :: Values in Science and Technology	Combination	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ANTH 11A-01 - Cultures and Ideas I (Measuring Humanity)	Anthropology	11A	1	Open	25/25		4			Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ANTH 11A-02 - Cultures and Ideas I (Peace & Violence)	Anthropology	11A	2	Open	25/25		4			Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ANTH 11A-03 - Cultures and Ideas I (Humankind Unplugged)	Anthropology	11A	3	Open	25/25		4			Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ANTH 11A-04 - Cultures and Ideas I (Measuring Humanity)	Anthropology	11A	4	Open	27/25		4			Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ANTH 12A-01 - Cultures and Ideas II (Peace and Violence)	Anthropology	12A	1	Open	22/0		4			Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	1/9/2023	3/3/2023	Winter 2023 Quarter	
ANTH 12A-02 - Cultures and Ideas II (Peace and Violence)	Anthropology	12A	2	Open	23/0		4			Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	1/9/2023	3/3/2023	Winter 2023 Quarter	
ANTH 50-01 - World Geography (-)	Anthropology	50	1	Open	23/40		4			Core Explorations :: Cultures and Ideas 3  Pathways :: Design Thinking  Pathways :: Feeding the World  Pathways :: Sustainability	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ANTH 110-01 - Anthropological Theory	Anthropology	110	1	Open	10/40		5				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ANTH 114-01 - Senior Project	Anthropology	114	1	Open	8/30		5			Core Integrations :: Advanced Writing	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ANTH 135-01 - Human Development & Sexuality (-)	Anthropology	135	1	Open	11/25		5			Core Explorations :: Science, Technology and Society  Pathways :: Global Health  Pathways :: Values in Science and Technology	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ANTH 148-01 - Historical Archaeology	Anthropology	148	1	Open	29/30		5			Core Explorations :: Diversity: US Perspectives  Pathways :: American Studies	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ANTH 149-01 - Virtual SCU, History & Culture	Anthropology	149	1	Open	15/1		5			Core Explorations :: Diversity: US Perspectives  Core Integrations :: Advanced Writing	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ANTH 194-01 - Peer Educators	Anthropology	194	1	Open	1/10		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARAB 2-01 - Arabic Language and Culture II (-)	Arabic	2	1	Open	10/22		4			Core Foundations :: Second Language: Business and Natural Sciences	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARAB 12A-01 - Cultures and Ideas II (Arabic Media,Culture, and Politics)	Arabic	12A	1	Open	20/0		4			Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	1/9/2023	3/3/2023	Winter 2023 Quarter	
ARAB 194-01 - Peer Educator in Arabic	Arabic	194	1	Open	1/10		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARAB 199-01 - Directed Reading: ARAB 23 - Independent Study	Arabic	199	1	Open	1/1		4				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTH 11A-01 - Cultures and Ideas I (Art of Contact: New Worlds)	Art History	11A	1	Open	25/25		4			Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTH 11A-02 - Cultures and Ideas I (Art of the Indian Subcontinent)	Art History	11A	2	Open	25/25		4			Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTH 11A-03 - Cultures and Ideas I (Art of the Indian Subcontinent)	Art History	11A	3	Open	22/25		4			Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTH 12A-01 - Cultures and Ideas II (Art of Contact: New Worlds)	Art History	12A	1	Open	25/0		4			Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	1/9/2023	3/3/2023	Winter 2023 Quarter	
ARTH 12A-02 - Cultures and Ideas II (Art of Contact: New Worlds)	Art History	12A	2	Open	20/0		4			Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	1/9/2023	3/3/2023	Winter 2023 Quarter	
ARTH 12A-03 - Cultures and Ideas II (Art of the Indian Subcontinent)	Art History	12A	3	Open	22/0		4			Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	1/9/2023	3/3/2023	Winter 2023 Quarter	
ARTH 12A-04 - Cultures and Ideas II (Art and Identity)	Art History	12A	4	Open	22/0		4			Core Foundations :: Cultures and Ideas 2  Pathways :: Values in Science and Technology	Lecture	In-Person	1/9/2023	3/3/2023	Winter 2023 Quarter	
ARTH 12H-01 - Cultures and Ideas II - Honors (China on the Silk Roads)	Art History	12H	1	Open	16/17		4			Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	1/9/2023	3/3/2023	Winter 2023 Quarter	
ARTH 23-01 - Art and Revolution (-)	Art History	23	1	Open	28/35		4			Pathways :: Paradigm Shifts and the Nature of Human Knowing	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTH 100-01 - Art History Proseminar	Art History	100	1	Open	3/18		5			Core Integrations :: Advanced Writing	Seminar	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTH 120-01 - Keeping up with the Medici (-)	Art History	120	1	Open	17/18		5			Core Integrations :: Advanced Writing  Pathways :: Paradigm Shifts and the Nature of Human Knowing	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTH 166-01 - From Emaki to Manga	Art History	166	1	Open	12/25		5			Pathways :: Beauty  Pathways :: Gender, Sexuality and the Body	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTH 197-01 - Special Topics: Senior capstone (-)	Art History	197	1	Open	1/1		5				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTH 199-01 - Directed Research/Reading (-)	Art History	199	1	Open	1/1		5				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 30-01 - Basic Drawing (-)	Studio Art	30	1	Open	18/1		4			Core Explorations :: Arts  Pathways :: Beauty	Studio	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 32-01 - Two-Dimensional Design	Studio Art	32	1	Open	16/1		4			Core Explorations :: Arts  Pathways :: Beauty  Pathways :: Design Thinking	Studio	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 33-01 - Three-Dimensional Design	Studio Art	33	1	Open	15/1		4			Core Explorations :: Arts	Studio	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 35-01 - Intro Graphic Arts: Printmaking	Studio Art	35	1	Open	14/16		4			Core Explorations :: Arts	Studio	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 43-01 - Basic Painting (-)	Studio Art	43	1	Open	18/1		4			Core Explorations :: Arts  Pathways :: Beauty	Studio	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 48-01 - Basic Mixed Media	Studio Art	48	1	Open	23/1		4			Core Explorations :: Arts	Studio	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 63-01 - Basic Ceramic Sculpture (-)	Studio Art	63	1	Open	16/1		4			Core Explorations :: Arts	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 63-02 - Basic Ceramic Sculpture (-)	Studio Art	63	2	Open	16/1		4			Core Explorations :: Arts	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 63-03 - Basic Ceramic Sculpture (-)	Studio Art	63	3	Open	19/1		4			Core Explorations :: Arts	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 74-01 - Basic Digital Imaging	Studio Art	74	1	Open	18/1		4			Core Explorations :: Arts  Pathways :: Beauty  Pathways :: Design Thinking  Pathways :: The Digital Age	Studio	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 74-02 - Basic Digital Imaging	Studio Art	74	2	Open	18/1		4			Core Explorations :: Arts  Pathways :: Beauty  Pathways :: Design Thinking  Pathways :: The Digital Age	Studio	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 74-04 - Basic Digital Imaging	Studio Art	74	4	Open	18/1		4			Core Explorations :: Arts  Pathways :: Beauty  Pathways :: Design Thinking  Pathways :: The Digital Age	Studio	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 75-01 - Basic Graphic Design	Studio Art	75	1	Open	20/1		4			Core Explorations :: Arts  Pathways :: Design Thinking	Studio	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 100-01 - Studio Art Seminar	Studio Art	100	1	Open	11/18		5				Seminar	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 131-01 - Life Drawing (-)	Studio Art	131	1	Open	20/24		5				Studio	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 143-01 - Intermediate Painting (-)	Studio Art	143	1	Open	5/1		5			Core Explorations :: Arts  Pathways :: Beauty	Studio	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 150-01 - Intermediate Film Photography (-)	Studio Art	150	1	Open	9/16		5			Core Explorations :: Arts	Studio	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 155-01 - Photography in the Community (-)	Studio Art	155	1	Open	17/16		5			Core Explorations :: Arts  Core Integrations :: Experiential Learning for Social Justice  Pathways :: Design Thinking	Studio	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 157-01 - Intermediate Digital Photo (-)	Studio Art	157	1	Open	7/20		5			Pathways :: The Digital Age	Studio	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 166-01 - Advanced Sculpture	Studio Art	166	1	Open	17/16		5				Studio	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 194-01 - Peer Educator in Studio Art	Studio Art	194	1	Open	1/10		2				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 194-2 - Peer Educator in Studio Art	Studio Art	194	2	Open	1/1		1 - 2				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 196-01 - Capstone Senior Exhibit	Studio Art	196	1	Open	17/20		2 - 4				Studio	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 197-01 - Special Topics (-)	Studio Art	197	1	Open	1/1		2				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ARTS 199-01 - Dir Research/Creative Project (-)	Studio Art	199	1	Open	1/1		5				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ASCI 10-01 - Career Launch	Arts and Sciences	10	1	Open	13/25		1				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
ASCI 109-01 - Special Topics (-)	Arts and Sciences	109	1	Open	1/1		0.75 - 9.75				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 22-01 - Introduction to Cell and Molec	Bioengineering	22	1	Open	28/28		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 22L-01 - Intro to Cell & Molec Bioe Lab	Bioengineering	22L	1	Open	14/14		1				Laboratory	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 22L-03 - Intro to Cell & Molec Bioe Lab	Bioengineering	22L	3	Open	14/14		1				Laboratory	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 106-01 - Design Control for Med Devices	Bioengineering	106	1	Open	3/20		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 111-01 - Intro Healthcare Innovation	Bioengineering	111	1	Open	18/30		4			Core Explorations :: Science, Technology and Society	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 130-01 - Immune System for Engineers	Bioengineering	130	1	Open	9/20		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 153-01 - Biomaterials Science (-)	Bioengineering	153	1	Open	21/34		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 155-01 - Biological Transport Phenomena	Bioengineering	155	1	Open	14/30		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 158-01 - Soft Biomaterials Char	Bioengineering	158	1	Open	7/16		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 158L-01 - Soft Biomaterials Char Lab	Bioengineering	158L	1	Open	7/16		1				Laboratory	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 162-01 - Signals & Systems for Bioengrs (-)	Bioengineering	162	1	Open	14/28		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 162L-01 - Signals & Systems for Bioe Lab	Bioengineering	162L	1	Open	13/14		1				Laboratory	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 162L-02 - Signals & Systems for Bioe Lab	Bioengineering	162L	2	Open	1/14		1				Laboratory	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 174-01 - Microfabrication & Microfluid (-)	Bioengineering	174	1	Open	12/28		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 174L-01 - Microfabricat & Microfluid Lab	Bioengineering	174L	1	Open	9/14		1				Laboratory	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 174L-02 - Microfabricat & Microfluid Lab	Bioengineering	174L	2	Open	3/14		1				Laboratory	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 176-01 - Biomolecular Engineering II	Bioengineering	176	1	Open	4/28		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 176L-01 - Biomol & Cell Engr II Lab	Bioengineering	176L	1	Open	4/14		1				Laboratory	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 177B-01 - ML & Algorithm Implementation	Bioengineering	177B	1	Open	1/20		2				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 178-01 - Microfluidics & Lab-on-a-Chip	Bioengineering	178	1	Open	5/20		2				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 180-01 - Clinical Trials in Bioengineer	Bioengineering	180	1	Open	3/20		4				Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 195-01 - Design Project II (-)	Bioengineering	195	1	Open	34/40		2			Pathways :: Design Thinking	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 198-01 - Internship	Bioengineering	198	1	Open	1/1		2				Internship	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 199-01 - Supervised Independent Rsch (-)	Bioengineering	199	1	Open	1/1		2				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 199-02 - Supervised Independent Rsch (-)	Bioengineering	199	2	Open	1/1		1				Independent Study	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 206-01 - Design Control for Med Devices	Bioengineering	206	1	Open	8/20		4			EMGT Tech Stem	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
BIOE 227B-01 - ML & Algorithm Implementation	Bioengineering	227B	1	Open	3/20		2			EMGT Tech Stem	Lecture	In-Person	1/9/2023	3/17/2023	Winter 2023 Quarter	
