Course Section	Course Subject	Course Number	Section Number	Section Status	Enrolled/Capacity	All Instructors	Units	Meeting Patterns	Locations	Course Tags	Instructional Format	Delivery Mode	Start Date	End Date	Academic Period	Overlapping Course(s)
ACTG 191-4 - Peer Educator in Accounting	Accounting	191	4	Closed	1/1	Wendy Donohoe	2				Independent Study	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	
ACTG 191-5 - Peer Educator in Accounting	Accounting	191	5	Open	4/10	Michael Calegari	2				Independent Study	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	
ACTG 191-6 - Peer Educator in Accounting	Accounting	191	6	Open	9/10	Michael Calegari	1				Independent Study	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	
ACTG 198-1 - Accounting Internship (-)	Accounting	198	1	Waitlist	2/0	Wendy Donohoe	2 - 5				Internship	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
ACTG 3000-1 - CORE: Financial Accounting	Accounting	3000	1	Open	36/40	Christine Lebar	4	M W | 5:45 PM - 7:20 PM	Rm 209 Lucas Hall		Lecture	In-Person	1/8/2024	3/14/2024	Winter 2024 Quarter	
ACTG 3000-2 - CORE: Financial Accounting	Accounting	3000	2	Open	28/40	Christopher Paisley | Chris Paisley	4	T Th | 5:45 PM - 7:20 PM	Rm 209 Lucas Hall		Lecture	In-Person	1/8/2024	3/12/2024	Winter 2024 Quarter	
AMTH 106-1 - Differential Equations	Applied Mathematics	106	1	Closed	34/30	Magda Metwally	4	M W F | 8:00 AM - 9:05 AM	Rm 214 Kenna Hall		Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
AMTH 106-2 - Differential Equations	Applied Mathematics	106	2	Closed	30/30	Magda Metwally	4	M W F | 9:15 AM - 10:20 AM	Rm 214 Kenna Hall		Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
AMTH 106-3 - Differential Equations	Applied Mathematics	106	3	Closed	30/30	Francisco Villarroya Alvarez	4	M W F | 11:45 AM - 12:50 PM	Rm 212 Kenna Hall		Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
AMTH 106-4 - Differential Equations	Applied Mathematics	106	4	Open	26/30	Ajay Chatterjee	4	M W F | 1:00 PM - 2:05 PM	Rm 103 Alameda hall		Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
AMTH 108-1 - Probability and Statistics (-)	Applied Mathematics	108	1	Closed	35/33	Francisco Villarroya Alvarez	4	M W F | 9:15 AM - 10:20 AM	Rm 212 Kenna Hall		Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
AMTH 108-2 - Probability and Statistics (-)	Applied Mathematics	108	2	Closed	30/34	Robert Kleinhenz	4	M W F | 1:00 PM - 2:05 PM	Rm 212 Kenna Hall		Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
AMTH 108H-1 - Probability and Statistics: Honors	Applied Mathematics	108H	1	Open	5/17	Robert Kleinhenz	4	M W F | 10:30 AM - 11:35 AM	Rm 231 Mayer Theatre		Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
AMTH 112-1 - Risk Analysis in Civil Engineering	Applied Mathematics	112	1	Open	29/34	Francisco Villarroya Alvarez	4	M W F | 1:00 PM - 2:05 PM	RM 1322 SCDI		Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
AMTH 201-1 - Advanced Engineering Mathematics II	Applied Mathematics	201	1	Open	20/25	On Shun Pak	2	T | 7:10 AM - 9:00 AM		EMGT Tech Stem	Lecture	Online	1/8/2024	3/17/2024	Winter 2024 Quarter	AMTH 201-/MECH 201-1
AMTH 210-1 - Probability I	Applied Mathematics	210	1	Open	17/30	Nirdosh Bhatnagar	2	T | 7:10 AM - 9:00 AM	Rm 310 Kenna Hall	EMGT Tech Stem	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
AMTH 211-1 - Probability II	Applied Mathematics	211	1	Open	2/30	Ralph Morganstern	2	W | 7:10 AM - 9:00 AM	RM 3302 SCDI	EMGT Tech Stem	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
AMTH 215-1 - Engineering Statistics II	Applied Mathematics	215	1	Open	7/30	Glenn Williams	2	T | 7:10 AM - 9:00 AM	Rm 102 O'Connor Hall	EMGT Tech Stem	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
AMTH 221-1 - Numerical Analysis II	Applied Mathematics	221	1	Open	5/30	Ralph Morganstern	2	M | 7:10 AM - 9:00 AM	RM 3302 SCDI	EMGT Tech Stem	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
AMTH 232-1 - Biostatistics	Applied Mathematics	232	1	Open	10/24	Maryam Mobed-Miremadi	2	M | 5:10 PM - 7:00 PM	RM 3302 SCDI	EMGT Tech Stem	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	AMTH 232-/BIOE 232-1
AMTH 232L-1 - Biostatistics Labatory	Applied Mathematics	232L	1	Open	3/24	Maryam Mobed-Miremadi	1	W | 2:15 PM - 5:00 PM	Rm 201 Heafey Hall	EMGT Tech Stem	Laboratory	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	AMTH 232L-/BIOE 232L-1
AMTH 246-1 - Linear Algebra II	Applied Mathematics	246	1	Open	11/30	Aaron Melman	2	W | 5:10 PM - 7:00 PM	Rm 129 Heafey Hall	EMGT Tech Stem	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
AMTH 362-1 - Stochastic Processes I	Applied Mathematics	362	1	Open	0/30	Robert Kleinhenz	2	W | 7:10 AM - 9:00 AM	Rm 129 Heafey Hall	EMGT Tech Stem	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
AMTH 370-1 - Optimization Techniques I	Applied Mathematics	370	1	Open	8/30	Aaron Melman	2	M | 5:10 PM - 7:00 PM	RM 3115 SCDI	EMGT Tech Stem	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
AMTH 374-1 - Partial Different Equations I	Applied Mathematics	374	1	Open	3/30	Glenn Williams	2	Th | 7:10 AM - 9:00 AM	Rm 216 Kenna Hall	EMGT Tech Stem	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
AMTH 377-1 - Design and Analysis of Algorithms	Applied Mathematics	377	1	Closed	35/35	Yuan Wang	4	T Th | 5:10 PM - 7:00 PM	RM 1308 SCDI	EMGT Tech Stem	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	AMTH 377-/CSEN 279-1
AMTH 377-2 - Design and Analysis of Algorithms	Applied Mathematics	377	2	Open	34/35	Yuan Wang	4	T Th | 7:10 PM - 9:00 PM	RM 1308 SCDI	EMGT Tech Stem	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	AMTH 377-/CSEN 279-2
AMTH 377-4 - Design and Analysis of Algorithms	Applied Mathematics	377	4	Open	12/35	Siddhartha Nath | Sid Nath	4	M W | 7:10 PM - 9:00 PM	Rm 214 Bergin Hall	EMGT Tech Stem	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	AMTH 377-/CSEN 279-4
AMTH 379-1 - Advanced Design and Analysis of Algorithms	Applied Mathematics	379	1	Open	24/30	Nicholas Tran	4	T Th | 5:10 PM - 7:00 PM	Rm 205 O'Connor Hall	EMGT Tech Stem	Lecture	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	AMTH 379-/CSEN 379-1
ANTH 1-1 - Introduction to Biological Anthropology	Anthropology	1	1	Open	25/28	Isaura Cruz	4	M W F | 9:15 AM - 10:20 AM	Commons Mclaughlin-Walsh Residence Hall	Core Explorations :: Natural Science  Pathways :: Values in Science and Technology	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
ANTH 1-2 - Introduction to Biological Anthropology	Anthropology	1	2	Open	25/28	Isaura Cruz	4	W | 2:15 PM - 5:15 PM	Rm 155 Alumni Science Hall	Core Explorations :: Natural Science  Pathways :: Values in Science and Technology	Laboratory	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
ANTH 1-3 - Introduction to Biological Anthropology	Anthropology	1	3	Open	20/28	Ana Casareto	4	T Th | 8:30 AM - 10:10 AM	Rm 101 Alameda hall	Core Explorations :: Natural Science  Pathways :: Values in Science and Technology	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
ANTH 1-4 - Introduction to Biological Anthropology	Anthropology	1	4	Open	20/28	Ana Casareto	4	T | 2:00 PM - 5:00 PM	Rm 155 Alumni Science Hall	Core Explorations :: Natural Science  Pathways :: Values in Science and Technology	Laboratory	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
ANTH 2-1 - Introduction to Archaeology	Anthropology	2	1	Open	23/28	Maia Dedrick	4	M W F | 8:00 AM - 9:05 AM	Rm 301 Alumni Science Hall	Core Explorations :: Natural Science  Core Explorations :: Social Science  Pathways :: Values in Science and Technology	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
ANTH 2-2 - Introduction to Archaeology	Anthropology	2	2	Open	23/28	Maia Dedrick	4	F | 2:15 PM - 5:15 PM	Rm 155 Alumni Science Hall	Core Explorations :: Natural Science  Core Explorations :: Social Science  Pathways :: Values in Science and Technology	Laboratory	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
ANTH 6-1 - Screen Time: Cultur/Film/Media	Anthropology	6	1	Open	38/40	Ryan Anderson	4	M W F | 9:15 AM - 10:20 AM	Rm 122 Heafey Hall	Core Explorations :: Cultures and Ideas 3  Pathways :: Cinema Studies	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
ANTH 11A-1 - Cultures and Ideas I (Humankind Unplugged)	Anthropology	11A	1	Closed	27/25	James McKenna	4	T Th | 12:10 PM - 1:50 PM	Rm 101 Alameda hall	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	
ANTH 11A-2 - Cultures and Ideas I (Peace and Violence)	Anthropology	11A	2	Closed	25/25	Samantha Grace | Sam Grace	4	M W F | 1:00 PM - 2:05 PM	Rm 019 Sobrato Residence	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	
ANTH 11A-3 - Cultures and Ideas I (Peace and Violence)	Anthropology	11A	3	Open	24/25	Nathan Anderson	4	T Th | 10:20 AM - 12:00 PM	Rm 304 Kenna Hall	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	
ANTH 11A-4 - Cultures and Ideas I (Peace and Violence)	Anthropology	11A	4	Closed	25/25	Nathan Anderson	4	T Th | 2:00 PM - 3:40 PM	Rm 102 O'Connor Hall	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
ANTH 12A-1 - Cultures and Ideas II (Peace and Violence)	Anthropology	12A	1	Closed	21/0	Samantha Grace | Sam Grace	4	M W F | 4:45 PM - 5:50 PM	Rm 103 O'Connor Hall	Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	
ANTH 12A-2 - Cultures and Ideas II (Human Rights and Humanitarianism)	Anthropology	12A	2	Closed	24/0	Mythri Jegathesan	4	T Th | 10:20 AM - 12:00 PM	Rm 201 O'Connor Hall	Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	
ANTH 110-1 - Anthropological Theory	Anthropology	110	1	Open	8/16	Ryan Anderson	5	M W F | 11:45 AM - 12:50 PM	Rm 333 O'Connor Hall		Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
ANTH 114-1 - Senior Project	Anthropology	114	1	Open	4/16	Mythri Jegathesan	5	T | 2:00 PM - 5:20 PM	Rm 333 O'Connor Hall	Core Integrations :: Advanced Writing	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
ANTH 135-1 - Human Development and Sexuality (-)	Anthropology	135	1	Waitlist	8/0	Veronica Miranda	5	T Th | 3:50 PM - 5:30 PM	Rm 204 O'Connor Hall	Core Explorations :: Science, Technology and Society  Pathways :: Global Health  Pathways :: Values in Science and Technology	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	ANTH 135-/PHSC 135-1
ANTH 137-1 - Evolutionary Medicine	Anthropology	137	1	Waitlist	20/20	Isaura Cruz	5	M W F | 10:30 AM - 11:35 AM	Commons Mclaughlin-Walsh Residence Hall	Core Explorations :: Science, Technology and Society  Pathways :: Global Health  Pathways :: Values in Science and Technology	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	ANTH 137-/PHSC 137-1
ANTH 185-1 - Anthropologies of Latin America: Culture, Politics, & Power (-)	Anthropology	185	1	Open	28/30	Veronica Miranda	5	T Th | 12:10 PM - 1:50 PM	Rm 109 Kenna Hall	Core Explorations :: Cultures and Ideas 3  Pathways :: Feeding the World	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
ARAB 2-1 - Arabic Language and Culture II (-)	Arabic	2	1	Open	11/22	Mohammed Kadalah	4	M W F | 11:45 AM - 12:50 PM	Rm 204 O'Connor Hall	Core Foundations :: Second Language: Business and Natural Sciences	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
ARAB 11A-1 - Cultures and Ideas I (Arabic Media,Culture,&Politics)	Arabic	11A	1	Closed	25/25	Mohammed Kadalah	4	M W F | 2:15 PM - 3:20 PM	Commons Mclaughlin-Walsh Residence Hall	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	
ARAB 194-1 - Peer Educator in Arabic	Arabic	194	1	Closed	1/1	Mohammed Kadalah	1				Independent Study	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	
ARTH 11A-1 - Cultures and Ideas I (Art of Contact: New Worlds)	Art History	11A	1	Open	24/25	Gaby Greenlee	4	M W F | 9:15 AM - 10:20 AM	Rm 208 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	
ARTH 11A-2 - Cultures and Ideas I (Art of Contact: New Worlds)	Art History	11A	2	Open	22/25	Gaby Greenlee	4	M W F | 1:00 PM - 2:05 PM	Rm 208 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	
ARTH 11A-3 - Cultures and Ideas I (Art of the Indian Subcontinent)	Art History	11A	3	Open	24/25	Shriya Sridharan	4	M W F | 2:15 PM - 3:20 PM	Rm 208 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	
ARTH 11A-4 - Cultures and Ideas I (Art and Identity)	Art History	11A	4	Open	24/25	Andrea Pappas	4	T Th | 12:10 PM - 1:50 PM	Rm 208 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	
ARTH 11H-1 - Cultures and Ideas I - Honors (Disruption and Innovation Along the Silk Road)	Art History	11H	1	Closed	13/0	Heather Clydesdale	4	T Th | 3:50 PM - 5:30 PM	Rm 208 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 1  Pathways :: Human Rights in a Global World  Pathways :: Justice and the Arts	Lecture	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	
ARTH 12A-1 - Cultures and Ideas II (Art of the Indian Subcontinent)	Art History	12A	1	Closed	20/0	Shriya Sridharan	4	M W F | 10:30 AM - 11:35 AM	Rm 208 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	
ARTH 12A-2 - Cultures and Ideas II (Art of the Indian Subcontinent)	Art History	12A	2	Closed	21/0	Shriya Sridharan	4	M W F | 11:45 AM - 12:50 PM	Rm 208 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	
ARTH 12A-3 - Cultures and Ideas II (Venice: Crossroads World)	Art History	12A	3	Closed	22/0	Blake DeMaria	4	T Th | 8:30 AM - 10:10 AM	Rm 208 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	
ARTH 12A-4 - Cultures and Ideas II (Venice: Crossroads World)	Art History	12A	4	Closed	23/0	Blake DeMaria	4	T Th | 10:20 AM - 12:00 PM	Rm 208 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	1/8/2024	3/22/2024	Winter 2024 Quarter	
ARTH 144-1 - Race, Gender, and Nation in 18th- and 19th-Century American Art and Visual Culture	Art History	144	1	Open	16/25	Andrea Pappas	5	T Th | 3:50 PM - 5:30 PM	Rm 210 Edward M. Dowd Art & Art History	Core Explorations :: Diversity: US Perspectives  Pathways :: American Studies  Pathways :: Beauty  Pathways :: Democracy  Pathways :: Human Rights in a Global World  Pathways :: Justice and the Arts	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
ARTH 152-1 - Arts of Ancient Mexico: From Olmec to Aztec	Art History	152	1	Closed	24/25	Gaby Greenlee	5	M W F | 11:45 AM - 12:50 PM	Rm 210 Edward M. Dowd Art & Art History	Core Explorations :: Cultures and Ideas 3	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
ARTH 185-1 - Post-Modern and Contemporary Art	Art History	185	1	Closed	22/0	Ciara Ennis	5	M W | 3:30 PM - 5:15 PM	Rm 208 Edward M. Dowd Art & Art History	Core Explorations :: Diversity: US Perspectives  Pathways :: Beauty	Lecture	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
ARTH 196-1 - Senior Art History Capstone Seminar (Line: Mark, Mind and Movement)	Art History	196	1	Open	2/17	Heather Clydesdale	5	W | 3:30 PM - 6:30 PM	Rm 206 Edward M. Dowd Art & Art History		Seminar	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
ARTS 32-1 - Two-Dimensional Design	Studio Art	32	1	Closed	24/24	Shane Eastburn | Jess Eastburn	4	M W | 8:00 AM - 10:20 AM	Rm 314 Edward M. Dowd Art & Art History	Core Explorations :: Arts  Pathways :: Beauty  Pathways :: Design Thinking	Studio	In-Person	1/8/2024	3/17/2024	Winter 2024 Quarter	
