Course Section	Course Subject	Course Number	Section Number	Section Status	Enrolled/Capacity	All Instructors	Units	Meeting Patterns	Locations	Course Tags	Instructional Format	Delivery Mode	Start Date	End Date	Academic Period	Overlapping Course(s)
ACTG 12-9 - Introduction to Managerial Accounting (-)	Accounting	12	9	Closed	26/26	Qiru Zhang	4	M W F | 8:00 AM - 9:05 AM	Rm 308 Lucas Hall	LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 12-10 - Introduction to Managerial Accounting (-)	Accounting	12	10	Closed	26/26	Qiru Zhang	4	M W F | 9:15 AM - 10:20 AM	Rm 308 Lucas Hall	LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 12-11 - Introduction to Managerial Accounting (-)	Accounting	12	11	Closed	27/26	Qiru Zhang	4	M W F | 11:45 AM - 12:50 PM	Rm 019 Sobrato Residence	LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 12-12 - Introduction to Managerial Accounting (-)	Accounting	12	12	Closed	27/26	Don Rath	4	T Th | 12:10 PM - 1:50 PM	Rm 019 Sobrato Residence	LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 12-13 - Introduction to Managerial Accounting (-)	Accounting	12	13	Closed	26/26	Steven Draeger	4	T Th | 2:00 PM - 3:40 PM	RM 3115 SCDI	LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 12-14 - Introduction to Managerial Accounting (-)	Accounting	12	14	Open	12/26	Sudhindra Kankanwadi | Sujit Kankanwadi	4	T Th | 3:50 PM - 5:30 PM	Rm 129 Vari Hall	LSB Core :: Undergraduate Business Core	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 130-1 - Intermediate Financial Accounting I (-)	Accounting	130	1	Open	26/28	Haidan Li	5	M W F | 1:00 PM - 2:05 PM	Rm 104 Kenna Hall		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 130-2 - Intermediate Financial Accounting I (-)	Accounting	130	2	Open	12/28	Haidan Li	5	M W F | 10:30 AM - 11:35 AM	Rm 209 Lucas Hall		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 131-1 - Intermediate Financial Accounting II	Accounting	131	1	Open	21/27	Ke Li | Kevin Li	5	T Th | 8:30 AM - 10:10 AM	Rm 135 Vari Hall		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 131-2 - Intermediate Financial Accounting II	Accounting	131	2	Waitlist	29/27	Ke Li | Kevin Li	5	T Th | 10:20 AM - 12:00 PM	Rm 135 Vari Hall		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 131-3 - Intermediate Financial Accounting II	Accounting	131	3	Waitlist	27/27	Ke Li | Kevin Li	5	T Th | 12:10 PM - 1:50 PM	Rm 135 Vari Hall		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 134-1 - Accounting Information Systems	Accounting	134	1	Waitlist	38/28	Steven Draeger	5	T Th | 3:50 PM - 5:30 PM	RM 3115 SCDI	Core Explorations :: Science, Technology and Society  LSB Core :: Undergraduate Business Core  Pathways :: The Digital Age  Pathways :: Values in Science and Technology	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 136-1 - Cost Accounting (-)	Accounting	136	1	Waitlist	30/28	Christine Lebar	5	M W F | 2:15 PM - 3:20 PM	RM 3116 SCDI		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 138-1 - Tax Planning and Business Decisions	Accounting	138	1	Waitlist	28/26	Suzanne Luttman	5	T Th | 8:30 AM - 10:10 AM	Rm 207 Lucas Hall		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 138-2 - Tax Planning and Business Decisions	Accounting	138	2	Waitlist	31/26	Suzanne Luttman	5	T Th | 10:20 AM - 12:00 PM	Rm 207 Lucas Hall		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 140-1 - Not for Profit Accounting	Accounting	140	1	Open	12/26	Stephen Carter	3	W | 3:30 PM - 5:15 PM	RM 3116 SCDI		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 151-1 - Financial Statement Analysis (-)	Accounting	151	1	Open	11/26	Michael Calegari	5	T Th | 2:00 PM - 3:40 PM	Rm 306 Lucas Hall		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 155-1 - Financial Information Systems	Accounting	155	1	Waitlist	26/20	Xiaochen Zhu	5	T Th | 2:00 PM - 3:40 PM	Rm 206 Daly Science 200		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	ACTG 155-/OMIS 150-1
ACTG 162-1 - Junior Contemporary Business Seminar Series II	Accounting	162	1	Open	44/45	Yongtae Kim	2	W | 3:30 PM - 5:15 PM	Rm 207 Daly Science 200		Seminar	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	ACTG 162-/ACTG 172-1
ACTG 172-1 - Sr Contemporary Business Sem II	Accounting	172	1	Waitlist	44/44	Yongtae Kim	2	W | 3:30 PM - 5:15 PM	Rm 207 Daly Science 200		Seminar	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	ACTG 172-/ACTG 162-1
ACTG 191-1 - Peer Educator in Accounting	Accounting	191	1	Closed	2/2	Wendy Donohoe	2				Independent Study	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 191-2 - Peer Educator in Accounting	Accounting	191	2	Closed	10/10	Matthew Cedergren	1				Independent Study	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 191-3 - Peer Educator in Accounting	Accounting	191	3	Open	8/11	Michael Calegari	2				Independent Study	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 191-4 - Peer Educator in Accounting	Accounting	191	4	Open	4/15	Michael Calegari	1				Independent Study	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 198-1 - Accounting Internship (-)	Accounting	198	1	Open	3/7	Wendy Donohoe	1 - 5				Internship	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 3000-1 - CORE: Financial Accounting	Accounting	3000	1	Open	39/40	Danny Wallace	4	M W | 5:45 PM - 7:20 PM	Rm 209 Lucas Hall		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ACTG 3000-2 - CORE: Financial Accounting	Accounting	3000	2	Open	31/35	Christopher Paisley | Chris Paisley	4	T Th | 5:45 PM - 7:20 PM	Rm 209 Lucas Hall		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
AMTH 106-1 - Differential Equations	Applied Mathematics	106	1	Closed	27/25	Magda Metwally	4	M W F | 8:00 AM - 9:05 AM	Rm 304 Kenna Hall		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
AMTH 106-2 - Differential Equations	Applied Mathematics	106	2	Closed	28/25	Magda Metwally	4	M W F | 9:15 AM - 10:20 AM	Rm 304 Kenna Hall		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
AMTH 106-3 - Differential Equations	Applied Mathematics	106	3	Closed	28/25	Magda Metwally	4	M W F | 11:45 AM - 12:50 PM	RM 2301 SCDI		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
AMTH 106-4 - Differential Equations	Applied Mathematics	106	4	Open	24/25	Robert Kleinhenz	4	M W F | 1:00 PM - 2:05 PM	RM 3302 SCDI		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
AMTH 106-5 - Differential Equations	Applied Mathematics	106	5	Closed	30/25	Francisco Villarroya Alvarez	4	M W F | 9:15 AM - 10:20 AM	Rm 212 Kenna Hall		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
AMTH 108-1 - Probability and Statistics (-)	Applied Mathematics	108	1	Open	20/25	Robert Kleinhenz	4	M W F | 9:15 AM - 10:20 AM	RM 3301 SCDI		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
AMTH 108-2 - Probability and Statistics (-)	Applied Mathematics	108	2	Closed	33/25	Francisco Villarroya Alvarez	4	M W F | 11:45 AM - 12:50 PM	Rm 212 Kenna Hall		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
AMTH 108-3 - Probability and Statistics (-)	Applied Mathematics	108	3	Open	10/25	Robert Kleinhenz	4	M W F | 8:00 AM - 9:05 AM	RM 3301 SCDI		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
AMTH 112-1 - Risk Analysis in Civil Engineering	Applied Mathematics	112	1	Closed	29/25	Francisco Villarroya Alvarez	4	M W F | 1:00 PM - 2:05 PM	Rm 212 Kenna Hall		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
AMTH 118-1 - Numerical Methods (-)	Applied Mathematics	118	1	Open	19/34	Aaron Melman	4	T Th | 2:00 PM - 3:40 PM	Rm 102 Kenna Hall		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
AMTH 201-1 - Advanced Engineering Mathematics II	Applied Mathematics	201	1	Open	8/25	Rudi Schuech	2	T | 7:40 PM - 9:30 PM	Rm 214 Bergin Hall	EMGT Tech Stem	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	AMTH 201-/MECH 201-1
AMTH 210-1 - Probability I	Applied Mathematics	210	1	Open	34/40	Nirdosh Bhatnagar	2	T | 7:10 AM - 9:00 AM	Rm 216 Kenna Hall	EMGT Tech Stem	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
AMTH 211-1 - Probability II	Applied Mathematics	211	1	Open	16/30	Ralph Morganstern	2	W | 7:10 AM - 9:00 AM	RM 2301 SCDI	EMGT Tech Stem	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
AMTH 221-1 - Numerical Analysis II	Applied Mathematics	221	1	Open	7/25	Ralph Morganstern	2	M | 7:10 AM - 9:00 AM	Rm 225 Heafey Hall	EMGT Tech Stem	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
AMTH 232-1 - Biostatistics	Applied Mathematics	232	1	Open	11/24	Maryam Mobed-Miremadi	2	M | 5:10 PM - 7:00 PM	Rm 128 Vari Hall	EMGT Tech Stem	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	AMTH 232-/BIOE 232-1
AMTH 232L-1 - Biostatistics Labatory	Applied Mathematics	232L	1	Open	11/24	Maryam Mobed-Miremadi	1	T | 2:15 PM - 5:00 PM	Rm 201 Heafey Hall	EMGT Tech Stem	Laboratory	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	AMTH 232L-/BIOE 232L-1
AMTH 246-1 - Linear Algebra II	Applied Mathematics	246	1	Open	8/30	Aaron Melman	2	M | 5:25 PM - 7:15 PM	Rm 122 Heafey Hall	EMGT Tech Stem	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
AMTH 377-1 - Design and Analysis of Algorithms	Applied Mathematics	377	1	Open	27/30	Yuan Wang	4	T Th | 5:40 PM - 7:30 PM	Rm 122 Heafey Hall	EMGT Tech Stem	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	AMTH 377-/CSEN 279-1
AMTH 377-2 - Design and Analysis of Algorithms	Applied Mathematics	377	2	Open	23/30	Yuan Wang	4	T Th | 7:40 PM - 9:30 PM	Rm 122 Heafey Hall	EMGT Tech Stem	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	AMTH 377-/CSEN 279-2
AMTH 379-1 - Advanced Design and Analysis of Algorithms	Applied Mathematics	379	1	Waitlist	30/30	Nicholas Tran	4	T Th | 5:40 PM - 7:30 PM	Rm 104 O'Connor Hall	EMGT Tech Stem	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	AMTH 379-/CSEN 379-1
ANTH 1-1 - Introduction to Biological Anthropology	Anthropology	1	1	Open	15/28	Ana Casareto	4	M W F | 10:30 AM - 11:35 AM	Rm 135 Vari Hall	Core Explorations :: Natural Science  Pathways :: Values in Science and Technology	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ANTH 1-2 - Introduction to Biological Anthropology	Anthropology	1	2	Open	25/28	Isaura Cruz	4	T Th | 10:20 AM - 12:00 PM	Rm 210 Lucas Hall	Core Explorations :: Natural Science  Pathways :: Values in Science and Technology	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ANTH 1-3 - Introduction to Biological Anthropology	Anthropology	1	3	Open	15/28	Ana Casareto	4	W | 2:15 PM - 5:15 PM	Rm 155 Alumni Science Hall	Core Explorations :: Natural Science  Pathways :: Values in Science and Technology	Laboratory	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ANTH 1-4 - Introduction to Biological Anthropology	Anthropology	1	4	Open	25/28	Isaura Cruz	4	T | 2:00 PM - 5:00 PM	Rm 155 Alumni Science Hall	Core Explorations :: Natural Science  Pathways :: Values in Science and Technology	Laboratory	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ANTH 2-1 - Introduction to Archaeology	Anthropology	2	1	Waitlist	28/28	Venicia Slotten	4	M W F | 10:30 AM - 11:35 AM	Rm 105 Alameda hall	Core Explorations :: Natural Science  Core Explorations :: Social Science  Pathways :: Values in Science and Technology	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ANTH 2-2 - Introduction to Archaeology	Anthropology	2	2	Waitlist	28/28	Venicia Slotten	4	M | 2:15 PM - 5:15 PM	Rm 155 Alumni Science Hall	Core Explorations :: Natural Science  Core Explorations :: Social Science  Pathways :: Values in Science and Technology	Laboratory	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ANTH 11A-1 - Cultures and Ideas I (Peace and Violence)	Anthropology	11A	1	Open	23/25	Samantha Grace | Sam Grace	4	T Th | 12:10 PM - 1:50 PM	Rm 106 O'Connor Hall	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ANTH 11A-2 - Cultures and Ideas I (Peace and Violence)	Anthropology	11A	2	Open	24/25	Samantha Grace | Sam Grace	4	T Th | 3:50 PM - 5:30 PM	Rm 201 O'Connor Hall	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ANTH 11A-3 - Cultures and Ideas I (Peace and Violence)	Anthropology	11A	3	Closed	25/25	Raymond Hunter	4	T Th | 10:20 AM - 12:00 PM	Rm 109 O'Connor Hall	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ANTH 12A-1 - Cultures and Ideas II (Humankind Unplugged)	Anthropology	12A	1	Waitlist	25/0	James McKenna	4	T Th | 10:20 AM - 12:00 PM	Rm 206 O'Connor Hall	Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ANTH 12A-2 - Cultures and Ideas II (Peace and Violence)	Anthropology	12A	2	Waitlist	25/0	Julia Alejandra Morales Fontanilla	4	M W F | 1:00 PM - 2:05 PM	Rm 310 Kenna Hall	Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ANTH 12H-1 - Cultures and Ideas II - Honors (Human Rights and Humanitarianism)	Anthropology	12H	1	Waitlist	18/0	Mythri Jegathesan	4	T Th | 10:20 AM - 12:00 PM	Rm 102 Kenna Hall	Core Foundations :: Cultures and Ideas 2  Pathways :: Human Rights in a Global World	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ANTH 50-1 - World Geography (-)	Anthropology	50	1	Closed	19/0	Carolyn Trist	4	M W | 3:30 PM - 5:15 PM	Rm 306 Kenna Hall	Core Explorations :: Cultures and Ideas 3  Pathways :: Design Thinking  Pathways :: Feeding the World  Pathways :: Sustainability	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	ANTH 50-/ENVS 50-1
ANTH 110-1 - Anthropological Theory	Anthropology	110	1	Open	10/16	Julia Alejandra Morales Fontanilla	5	M W | 3:30 PM - 5:15 PM	Rm 333 O'Connor Hall		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ANTH 114-1 - Senior Project	Anthropology	114	1	Open	4/16	Maia Dedrick	5	W | 2:15 PM - 5:15 PM		Core Integrations :: Advanced Writing	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ANTH 135-1 - Human Development and Sexuality (-)	Anthropology	135	1	Waitlist	17/0	Veronica Miranda	5	T Th | 3:50 PM - 5:30 PM	Rm 007 Casa Italiana Residence	Core Explorations :: Science, Technology and Society  Pathways :: Global Health  Pathways :: Values in Science and Technology	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	ANTH 135-/PHSC 135-1
ANTH 154-1 - Environmental Anthropology (-)	Anthropology	154	1	Open	25/30	Ryan Anderson	5	M W F | 11:45 AM - 12:50 PM	Commons Mclaughlin-Walsh Residence Hall	Core Explorations :: Civic Engagement  Pathways :: Sustainability	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ANTH 160-1 - The Global Coast: Adaptation, Risk, and Resilience on the Edge of the Sea	Anthropology	160	1	Open	13/30	Ryan Anderson	5	M W F | 9:15 AM - 10:20 AM	Rm 108 Alameda hall	Core Explorations :: Social Science	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ANTH 185-1 - Anthropologies of Latin America: Culture, Politics, & Power (-)	Anthropology	185	1	Waitlist	23/0	Veronica Miranda	5	T Th | 12:10 PM - 1:50 PM	Rm 310 Kenna Hall	Core Explorations :: Cultures and Ideas 3  Pathways :: Feeding the World	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ANTH 186-1 - Mesoamerican Prehistory (-)	Anthropology	186	1	Open	14/30	Maia Dedrick	5	M W F | 9:15 AM - 10:20 AM	Rm 101 Alameda hall	Core Explorations :: Cultures and Ideas 3	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ANTH 194-1 - Peer Educators	Anthropology	194	1	Closed	1/1	Mythri Jegathesan	1				Independent Study	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ARAB 2-1 - Arabic Language and Culture II (-)	Arabic	2	1	Open	14/22	Mohammed Kadalah	4	M W F | 11:45 AM - 12:50 PM	Rm 210 Edward M. Dowd Art & Art History	Core Foundations :: Second Language: Business and Natural Sciences	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ARAB 11A-1 - Cultures and Ideas I (Arabic Media,Culture,&Politics)	Arabic	11A	1	Open	24/25	Mohammed Kadalah	4	M W F | 2:15 PM - 3:20 PM	Rm 210 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ARAB 194-1 - Peer Educator in Arabic	Arabic	194	1	Open	1/2	Mohammed Kadalah	1				Independent Study	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ARTH 11A-1 - Cultures and Ideas I (Oceania in a Global Context)	Art History	11A	1	Closed	26/25	Margaret Wander	4	M W F | 10:30 AM - 11:35 AM	Rm 210 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ARTH 11A-2 - Cultures and Ideas I (Arts of the Americas)	Art History	11A	2	Closed	25/25	Katie Ligmond	4	M W F | 11:45 AM - 12:50 PM	Rm 208 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ARTH 11A-3 - Cultures and Ideas I (Arts of the Americas)	Art History	11A	3	Closed	25/25	Katie Ligmond	4	M W F | 1:00 PM - 2:05 PM	Rm 208 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ARTH 11A-4 - Cultures and Ideas I (Art of the Indian Subcontinent)	Art History	11A	4	Closed	25/25	Shriya Sridharan	4	T Th | 12:10 PM - 1:50 PM	Rm 210 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ARTH 11A-5 - Cultures and Ideas I (China on the Silk Roads)	Art History	11A	5	Open	21/25	Heather Clydesdale	4	T Th | 12:10 PM - 1:50 PM	Rm 208 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 1	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ARTH 12A-1 - Cultures and Ideas II (Arts of the Americas)	Art History	12A	1	Closed	24/0	Katie Ligmond	4	M W F | 9:15 AM - 10:20 AM	Rm 210 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ARTH 12A-2 - Cultures and Ideas II (Venice: Crossroads of the World)	Art History	12A	2	Closed	25/0	Blake DeMaria	4	M W F | 10:30 AM - 11:35 AM	Rm 208 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ARTH 12A-3 - Cultures and Ideas II (Art and Identity)	Art History	12A	3	Closed	23/0	Andrea Pappas	4	T Th | 10:20 AM - 12:00 PM	Rm 208 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 2  Pathways :: Values in Science and Technology	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ARTH 12A-4 - Cultures and Ideas II (Art of the Indian Subcontinent)	Art History	12A	4	Open	18/25	Shriya Sridharan	4	T Th | 8:30 AM - 10:10 AM	Rm 210 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ARTH 12H-1 - Cultures and Ideas II - Honors (China on the Silk Roads)	Art History	12H	1	Closed	15/0	Heather Clydesdale	4	T Th | 3:50 PM - 5:30 PM	Rm 208 Edward M. Dowd Art & Art History	Core Foundations :: Cultures and Ideas 2	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ARTH 144-1 - Race, Gender, and Nation in 18th-and 19th Century American Art and Visual Culture	Art History	144	1	Open	23/25	Andrea Pappas	5	T Th | 2:00 PM - 3:40 PM	Rm 208 Edward M. Dowd Art & Art History	Core Explorations :: Diversity: US Perspectives  Pathways :: American Studies  Pathways :: Beauty  Pathways :: Democracy  Pathways :: Human Rights in a Global World  Pathways :: Justice and the Arts	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ARTH 170-1 - Climate Change, Environmental Justice, and Contemporary Art in the Global South	Art History	170	1	Open	24/25	Margaret Wander	5	M W F | 1:00 PM - 2:05 PM	Rm 210 Edward M. Dowd Art & Art History	Core Explorations :: Cultures and Ideas 3	Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
ARTH 171-1 - The History and Theory of Exhibitions: Politics and Practices from 1937 to Present Day (-)	Art History	171	1	Open	12/25	Ciara Ennis	5	M W | 3:30 PM - 5:15 PM	Rm 208 Edward M. Dowd Art & Art History		Lecture	In-Person	1/6/2025	3/21/2025	Winter 2025 Quarter	
